DateTime,Open,High,Low,Close,Volume,OpenInterest
2012-12-31,102.32,102.58,92.46,92.50,0,0
2013-01-02,85.69,86.21,78.23,78.77,0,0
2013-01-03,78.45,79.67,74.26,77.02,0,0
2013-01-04,76.30,77.06,73.43,75.18,0,0
2013-01-07,77.20,78.50,75.97,76.77,0,0
2013-01-08,76.56,79.31,76.56,78.37,0,0
2013-01-09,77.84,81.77,76.89,78.51,0,0
2013-01-10,76.54,79.68,76.05,77.48,0,0
2013-01-11,77.09,79.78,76.81,78.52,0,0
2013-01-14,80.13,80.48,77.27,78.28,0,0
2013-01-15,78.33,78.66,75.98,77.84,0,0
2013-01-16,76.06,78.38,75.48,77.26,0,0
2013-01-17,75.62,79.06,75.00,78.77,0,0
2013-01-18,77.01,78.86,73.02,73.43,0,0
2013-01-22,76.16,78.64,73.87,73.87,0,0
2013-01-23,74.19,74.20,70.73,71.86,0,0
2013-01-24,71.72,80.81,70.73,76.17,0,0
2013-01-25,76.23,79.12,75.78,76.92,0,0
2013-01-28,78.84,81.43,77.73,78.16,0,0
2013-01-29,79.09,79.19,73.59,73.61,0,0
2013-01-30,75.01,78.17,73.56,77.34,0,0
2013-01-31,77.62,78.59,75.29,76.72,0,0
2013-02-01,73.64,74.05,71.97,73.29,0,0
2013-02-04,76.76,78.83,75.00,77.79,0,0
2013-02-05,76.84,77.05,73.69,75.06,0,0
2013-02-06,80.44,82.68,77.09,77.23,0,0
2013-02-07,77.36,82.49,75.37,76.86,0,0
2013-02-08,76.06,76.55,74.03,74.42,0,0
2013-02-11,76.41,78.48,75.48,76.09,0,0
2013-02-12,75.84,76.55,73.45,73.83,0,0
2013-02-13,74.20,75.69,72.55,73.25,0,0
2013-02-14,73.94,74.70,71.62,72.98,0,0
2013-02-15,71.45,76.01,70.73,72.55,0,0
2013-02-19,74.59,74.70,69.70,70.45,0,0
2013-02-20,70.94,79.34,70.62,79.13,0,0
2013-02-21,79.98,84.47,79.14,80.83,0,0
2013-02-22,77.83,80.97,77.73,78.66,0,0
2013-02-25,77.53,96.40,75.89,94.34,0,0
2013-02-26,93.46,97.35,88.94,90.23,0,0
2013-02-27,89.09,89.68,80.31,82.29,0,0
2013-02-28,81.59,86.97,80.45,86.57,0,0
2013-03-01,88.92,92.08,86.17,87.83,0,0
2013-03-04,88.93,89.39,82.07,82.27,0,0
2013-03-05,80.65,81.51,78.90,79.31,0,0
2013-03-06,78.86,80.64,78.12,78.78,0,0
2013-03-07,78.19,79.06,76.66,77.16,0,0
2013-03-08,75.93,78.23,75.93,76.65,0,0
2013-03-11,78.34,78.62,76.34,77.31,0,0
2013-03-12,78.61,82.66,77.06,79.98,0,0
2013-03-13,82.80,85.62,82.26,84.36,0,0
2013-03-14,83.50,85.35,83.14,83.50,0,0
2013-03-15,84.29,87.35,84.03,85.72,0,0
2013-03-18,92.19,93.72,88.50,93.07,0,0
2013-03-19,90.69,98.24,90.17,94.39,0,0
2013-03-20,89.85,92.64,87.77,89.45,0,0
2013-03-21,91.04,94.20,89.09,93.98,0,0
2013-03-22,91.40,93.15,91.03,91.78,0,0
2013-03-25,90.33,93.07,87.13,88.86,0,0
2013-03-26,86.74,88.31,84.82,85.14,0,0
2013-03-27,87.04,87.88,84.45,85.32,0,0
2013-03-28,84.39,85.56,83.08,83.20,0,0
2013-04-01,85.76,86.02,83.81,84.23,0,0
2013-04-02,83.03,83.39,80.05,80.48,0,0
2013-04-03,79.84,85.29,79.69,85.23,0,0
2013-04-04,84.06,87.67,82.63,83.12,0,0
2013-04-05,88.53,89.25,83.91,84.49,0,0
2013-04-08,85.36,86.45,81.48,82.12,0,0
2013-04-09,81.48,82.80,80.14,82.04,0,0
2013-04-10,84.30,84.53,80.73,82.75,0,0
2013-04-11,81.23,85.39,78.97,83.37,0,0
2013-04-12,83.82,86.09,82.00,82.39,0,0
2013-04-15,84.39,104.99,83.54,104.62,0,0
2013-04-16,93.47,96.06,87.66,88.19,0,0
2013-04-17,93.71,107.35,93.15,105.26,0,0
2013-04-18,104.43,110.91,103.89,107.65,0,0
2013-04-19,105.61,105.96,93.51,95.52,0,0
2013-04-22,95.22,97.14,89.96,90.91,0,0
2013-04-23,88.73,94.11,84.54,85.16,0,0
2013-04-24,85.31,86.54,83.60,84.99,0,0
2013-04-25,83.38,86.69,82.16,85.89,0,0
2013-04-26,87.04,88.51,84.27,85.09,0,0
2013-04-29,85.33,85.73,82.33,84.42,0,0
2013-04-30,83.74,85.73,83.00,83.46,0,0
2013-05-01,84.35,88.22,83.87,88.11,0,0
2013-05-02,86.25,86.77,83.29,83.82,0,0
2013-05-03,81.55,82.81,80.69,80.91,0,0
2013-05-06,82.57,82.61,78.81,79.78,0,0
2013-05-07,78.20,79.90,77.17,78.86,0,0
2013-05-08,78.95,81.42,78.11,79.81,0,0
2013-05-09,80.16,82.55,79.52,81.14,0,0
2013-05-10,80.98,82.26,79.45,80.45,0,0
2013-05-15,84.06,84.76,81.96,83.15,0,0
2013-05-16,84.37,84.97,81.87,84.50,0,0
2013-05-17,83.15,84.79,82.86,84.00,0,0
2013-05-20,86.72,86.72,84.05,85.01,0,0
2013-05-21,84.90,88.39,84.53,88.04,0,0
2013-05-22,86.04,89.79,85.51,88.23,0,0
2013-05-23,92.31,93.71,87.03,87.40,0,0
2013-05-24,88.33,88.71,83.34,83.88,0,0
2013-05-28,83.39,83.87,81.81,82.65,0,0
2013-05-29,83.65,85.42,81.22,81.72,0,0
2013-05-30,81.87,82.48,79.03,80.22,0,0
2013-05-31,81.00,85.41,78.65,84.87,0,0
2013-06-03,84.79,91.48,84.71,86.99,0,0
2013-06-04,86.54,89.66,85.85,87.39,0,0
2013-06-05,88.38,93.89,87.49,93.18,0,0
2013-06-06,93.02,98.45,91.89,91.91,0,0
2013-06-07,90.98,90.98,84.19,84.19,0,0
2013-06-10,84.67,86.06,82.52,82.94,0,0
2013-06-11,86.77,92.85,85.99,92.32,0,0
2013-06-12,92.62,103.28,92.58,101.77,0,0
2013-06-13,100.12,102.46,94.86,95.08,0,0
2013-06-14,95.34,95.34,91.37,93.87,0,0
2013-06-17,91.85,92.41,89.75,90.45,0,0
2013-06-18,90.17,91.01,89.42,89.99,0,0
2013-06-19,90.63,91.03,85.85,88.59,0,0
2013-06-20,92.50,103.42,91.68,100.98,0,0
2013-06-21,97.29,100.27,95.00,96.10,0,0
2013-06-24,100.86,103.18,98.55,100.93,0,0
2013-06-25,97.18,98.42,93.67,94.83,0,0
2013-06-26,91.72,93.03,90.44,90.76,0,0
2013-06-27,88.31,88.90,84.91,86.05,0,0
2013-06-28,87.05,87.51,84.81,86.54,0,0
2013-07-01,86.16,86.34,81.92,84.89,0,0
2013-07-02,84.45,84.86,82.11,83.70,0,0
2013-07-03,84.37,84.73,82.19,82.72,0,0
2013-07-05,81.15,82.12,77.41,77.41,0,0
2013-07-08,77.53,77.73,75.00,75.48,0,0
2013-07-09,74.13,76.08,73.23,75.92,0,0
2013-07-10,78.86,82.05,78.84,79.54,0,0
2013-07-11,75.95,78.29,75.39,77.16,0,0
2013-07-12,77.19,80.11,75.64,76.14,0,0
2013-07-15,76.33,77.92,74.91,76.22,0,0
2013-07-16,76.36,81.70,75.88,80.84,0,0
2013-07-17,79.62,80.03,75.62,77.06,0,0
2013-07-18,75.62,76.01,72.77,74.68,0,0
2013-07-19,74.55,75.94,71.15,73.64,0,0
2013-07-22,74.64,76.29,72.06,72.48,0,0
2013-07-23,72.27,75.70,71.47,75.05,0,0
2013-07-24,74.47,78.48,74.47,76.80,0,0
2013-07-25,77.43,78.51,75.38,76.73,0,0
2013-07-26,77.16,78.80,76.43,76.54,0,0
2013-07-29,79.27,79.30,76.23,76.65,0,0
2013-07-30,76.54,77.98,74.17,74.34,0,0
2013-07-31,74.51,75.48,71.88,73.08,0,0
2013-08-01,71.48,71.64,70.72,71.09,0,0
2013-08-02,70.65,70.94,68.40,70.36,0,0
2013-08-05,71.39,72.13,69.11,69.73,0,0
2013-08-06,70.22,76.25,69.72,75.53,0,0
2013-08-07,76.84,80.66,76.56,76.56,0,0
2013-08-08,74.81,77.45,74.81,75.41,0,0
2013-08-09,75.17,77.94,74.81,77.33,0,0
2013-08-12,78.77,78.77,78.77,78.77,0,0
2013-08-13,79.84,80.13,78.72,78.94,0,0
2013-08-14,79.59,80.66,78.91,80.22,0,0
2013-08-15,82.83,86.82,82.41,86.21,0,0
2013-08-16,86.22,86.30,82.09,84.09,0,0
2013-08-19,85.86,87.26,84.24,86.91,0,0
2013-08-20,85.98,89.75,85.36,89.08,0,0
2013-08-21,91.36,93.41,86.86,90.38,0,0
2013-08-22,87.84,88.63,84.30,84.52,0,0
2013-08-23,83.87,84.36,79.80,80.02,0,0
2013-08-26,81.22,83.17,78.04,83.06,0,0
2013-08-27,87.54,92.61,86.28,92.36,0,0
2013-08-28,92.66,93.56,89.03,91.46,0,0
2013-08-29,90.58,92.55,89.14,91.49,0,0
2013-08-30,91.09,94.28,90.98,92.60,0,0
2013-09-03,91.34,92.55,90.00,90.66,0,0
2013-09-04,90.61,90.97,87.73,88.28,0,0
2013-09-05,88.43,88.46,85.01,85.80,0,0
2013-09-06,83.90,89.13,83.65,86.51,0,0
2013-09-09,87.49,87.57,82.51,83.46,0,0
2013-09-10,81.18,81.18,78.88,79.25,0,0
2013-09-11,81.39,82.06,77.19,78.40,0,0
2013-09-12,78.23,81.52,76.80,80.97,0,0
2013-09-13,79.41,81.12,78.89,79.73,0,0
2013-09-16,78.84,80.55,77.81,80.09,0,0
2013-09-17,78.92,80.28,78.20,79.48,0,0
2013-09-18,79.48,81.36,73.28,74.65,0,0
2013-09-19,73.08,75.11,72.81,73.22,0,0
2013-09-20,73.54,77.09,73.23,76.89,0,0
2013-09-23,78.01,80.09,76.23,77.56,0,0
2013-09-24,76.05,77.05,73.68,74.78,0,0
2013-09-25,74.68,75.48,72.39,73.08,0,0
2013-09-26,71.04,72.23,69.73,69.95,0,0
2013-09-27,71.42,75.77,71.39,74.93,0,0
2013-09-30,80.53,82.03,78.98,81.67,0,0
2013-10-01,81.29,81.29,76.43,76.43,0,0
2013-10-02,78.67,85.91,78.59,85.73,0,0
2013-10-03,85.05,105.33,85.00,93.79,0,0
2013-10-04,92.46,93.23,87.83,88.71,0,0
2013-10-07,94.91,103.28,94.43,103.08,0,0
2013-10-08,102.34,110.20,101.09,106.55,0,0
2013-10-09,116.11,120.20,106.82,111.43,0,0
2013-10-10,105.80,106.27,93.38,95.31,0,0
2013-10-11,93.75,94.73,88.88,90.85,0,0
2013-10-14,95.44,98.92,89.95,91.80,0,0
2013-10-15,92.33,104.47,90.97,103.37,0,0
2013-10-16,96.48,97.24,85.06,85.70,0,0
2013-10-17,84.67,84.90,72.34,72.70,0,0
2013-10-18,70.19,76.06,69.66,73.42,0,0
2013-10-21,73.31,76.98,73.23,75.02,0,0
2013-10-22,72.41,74.84,71.23,74.13,0,0
2013-10-23,75.38,77.48,72.06,72.43,0,0
2013-10-24,72.06,73.64,70.59,70.84,0,0
2013-10-25,70.94,71.56,69.77,70.03,0,0
2013-10-28,72.06,72.45,69.04,70.16,0,0
2013-10-29,70.34,71.20,68.17,68.52,0,0
2013-10-30,69.11,71.66,68.50,69.56,0,0
2013-10-31,69.84,70.70,68.16,69.44,0,0
2013-11-01,68.20,69.66,68.04,68.94,0,0
2013-11-04,69.84,70.39,66.93,67.09,0,0
2013-11-05,67.62,68.34,66.79,67.41,0,0
2013-11-07,68.68,72.97,68.68,71.73,0,0
2013-11-08,70.16,70.16,69.39,69.39,0,0
2013-11-13,71.83,72.93,70.48,71.37,0,0
2013-11-14,72.09,74.09,70.79,71.91,0,0
2013-11-15,70.53,73.88,70.27,73.58,0,0
2013-11-18,73.04,76.45,71.69,75.06,0,0
2013-11-19,74.34,76.72,73.95,74.45,0,0
2013-11-20,74.67,74.67,66.38,69.05,0,0
2013-11-21,67.19,67.51,64.13,64.95,0,0
2013-11-22,64.64,65.62,63.36,63.77,0,0
2013-11-25,64.43,65.51,63.71,64.88,0,0
2013-11-26,64.94,65.92,64.12,65.14,0,0
2013-11-27,64.75,65.27,64.51,64.81,0,0
2013-12-02,69.16,70.00,68.23,69.59,0,0
2013-12-03,70.86,75.75,70.23,73.20,0,0
2013-12-04,74.66,77.37,72.18,72.73,0,0
2013-12-05,73.04,76.64,72.48,75.80,0,0
2013-12-06,72.50,72.50,70.45,70.45,0,0
2013-12-11,69.93,81.73,69.29,80.55,0,0
2013-12-12,80.22,84.88,79.65,83.38,0,0
2013-12-13,81.86,85.86,79.47,85.39,0,0
2013-12-16,83.36,83.92,79.70,83.20,0,0
2013-12-17,84.29,85.87,81.30,82.23,0,0
2013-12-18,80.13,83.37,65.33,67.17,0,0
2013-12-19,66.15,67.34,62.03,67.03,0,0
2013-12-20,65.50,68.58,63.14,68.00,0,0
2013-12-23,67.40,67.93,63.38,63.49,0,0
2013-12-26,61.66,63.01,61.36,62.71,0,0
2013-12-27,62.40,67.29,62.40,66.67,0,0
2013-12-30,68.56,70.08,68.01,69.70,0,0
2013-12-31,68.70,72.51,68.61,70.83,0,0
2014-01-02,73.45,74.95,72.64,73.14,0,0
2014-01-03,72.69,73.30,69.18,70.03,0,0
2014-01-06,70.34,70.70,68.06,68.33,0,0
2014-01-10,67.84,67.84,67.15,67.73,0,0
2014-01-13,68.27,77.52,67.39,75.70,0,0
2014-01-14,73.84,74.06,69.12,69.31,0,0
2014-01-15,69.84,71.45,68.38,69.56,0,0
2014-01-16,69.84,74.23,69.84,73.98,0,0
2014-01-17,72.16,76.53,71.56,75.72,0,0
2014-01-21,75.29,78.87,74.65,77.78,0,0
2014-01-22,75.55,76.14,73.59,74.45,0,0
2014-01-23,75.89,85.33,75.79,78.25,0,0
2014-01-24,84.12,97.71,83.88,97.71,0,0
2014-01-27,94.04,105.20,89.06,93.50,0,0
2014-01-28,92.12,92.28,81.73,83.96,0,0
2014-01-29,92.40,94.02,86.46,92.47,0,0
2014-01-30,88.99,92.44,85.02,92.35,0,0
2014-01-31,98.54,100.66,93.99,99.66,0,0
2014-02-03,100.17,109.67,99.37,106.78,0,0
2014-02-04,103.72,104.22,97.69,100.40,0,0
2014-02-05,100.63,104.17,99.75,102.87,0,0
2014-02-06,99.46,99.50,91.10,92.58,0,0
2014-02-07,88.33,88.33,79.95,83.17,0,0
2014-02-10,84.53,84.99,79.79,79.89,0,0
2014-02-11,78.43,79.36,75.42,78.64,0,0
2014-02-12,77.98,81.40,77.29,79.56,0,0
2014-02-13,83.55,84.22,77.81,78.41,0,0
2014-02-14,77.64,79.51,77.09,77.48,0,0
2014-02-18,78.93,80.31,75.81,75.81,0,0
2014-02-19,77.55,88.40,75.41,86.23,0,0
2014-02-20,85.47,87.35,79.04,79.83,0,0
2014-02-21,77.48,80.04,76.56,78.95,0,0
2014-02-24,79.76,79.76,76.39,77.84,0,0
2014-02-25,77.45,80.23,76.20,76.45,0,0
2014-02-26,76.89,80.81,75.92,79.42,0,0
2014-02-27,80.43,82.00,78.76,78.94,0,0
2014-02-28,79.14,85.28,76.18,81.45,0,0
2014-03-03,91.23,93.55,87.35,92.84,0,0
2014-03-04,84.99,85.17,80.45,82.14,0,0
2014-03-05,82.47,82.82,80.45,80.52,0,0
2014-03-06,79.72,81.47,79.12,79.55,0,0
2014-03-07,79.73,84.69,79.06,83.07,0,0
2014-03-10,86.02,87.30,82.17,82.35,0,0
2014-03-11,86.11,87.05,83.07,85.12,0,0
2014-03-12,86.40,88.99,82.86,83.45,0,0
2014-03-13,81.61,94.79,81.45,92.14,0,0
2014-03-14,94.31,100.54,92.37,97.11,0,0
2014-03-17,93.11,93.11,87.79,87.79,0,0
2014-03-18,85.25,85.31,80.83,81.89,0,0
2014-03-19,81.92,86.66,79.31,81.34,0,0
2014-03-20,81.62,81.73,77.00,77.03,0,0
2014-03-21,75.80,79.31,74.91,78.64,0,0
2014-03-24,79.19,81.16,76.77,77.29,0,0
2014-03-25,75.93,77.39,74.19,74.77,0,0
2014-03-26,73.83,78.00,72.69,76.27,0,0
2014-03-27,76.20,77.87,74.56,74.70,0,0
2014-03-28,73.36,77.18,73.09,74.86,0,0
2014-03-31,75.31,75.36,71.47,72.20,0,0
2014-04-01,71.34,71.39,67.12,67.51,0,0
2014-04-02,67.31,68.55,66.70,67.33,0,0
2014-04-03,67.12,69.18,67.04,67.73,0,0
2014-04-04,65.20,72.58,65.20,69.53,0,0
2014-04-07,72.45,76.70,72.15,74.51,0,0
2014-04-08,73.70,75.62,71.14,71.43,0,0
2014-04-09,72.59,73.48,68.61,69.19,0,0
2014-04-10,69.75,80.23,69.06,78.56,0,0
2014-04-11,81.17,85.48,77.38,83.94,0,0
2014-04-14,82.53,87.37,78.90,82.20,0,0
2014-04-15,81.00,87.64,79.58,80.67,0,0
2014-04-16,77.98,78.61,71.68,72.08,0,0
2014-04-17,72.17,72.17,69.19,70.08,0,0
2014-04-21,71.20,71.70,67.18,68.62,0,0
2014-04-22,68.34,68.37,66.14,66.73,0,0
2014-04-23,67.27,68.23,65.89,66.22,0,0
2014-04-24,67.14,70.53,66.45,68.75,0,0
2014-04-25,69.23,73.18,69.23,70.48,0,0
2014-04-28,70.20,71.44,67.05,67.63,0,0
2014-04-29,66.76,67.11,64.94,65.47,0,0
2014-04-30,65.20,65.95,63.94,64.48,0,0
2014-05-01,64.65,65.26,63.07,64.50,0,0
2014-05-02,63.58,65.41,62.59,64.54,0,0
2014-05-05,67.15,67.73,64.08,64.40,0,0
2014-05-06,64.31,65.39,62.69,64.93,0,0
2014-05-07,64.29,67.19,62.64,62.64,0,0
2014-05-08,62.84,63.50,60.11,62.16,0,0
2014-05-09,62.23,64.84,61.29,61.76,0,0
2014-05-14,68.76,71.01,67.54,69.03,0,0
2014-05-15,70.00,75.93,69.34,71.59,0,0
2014-05-16,70.58,72.42,68.34,68.72,0,0
2014-05-19,70.75,70.93,67.25,67.58,0,0
2014-05-20,66.56,71.04,66.45,68.77,0,0
2014-05-21,67.83,68.91,65.40,66.56,0,0
2014-05-22,66.64,68.51,65.68,68.06,0,0
2014-05-23,68.08,68.31,66.25,66.86,0,0
2014-05-27,66.76,67.00,64.93,64.95,0,0
2014-05-28,64.88,67.83,64.56,67.37,0,0
2014-05-29,66.15,68.03,65.37,66.93,0,0
2014-05-30,67.50,69.40,67.42,67.95,0,0
2014-06-02,69.80,70.52,68.04,68.76,0,0
2014-06-03,69.01,70.25,68.04,68.19,0,0
2014-06-04,68.98,69.37,66.95,67.67,0,0
2014-06-05,66.70,67.95,64.91,65.47,0,0
2014-06-06,63.60,68.89,62.83,67.08,0,0
2014-06-09,68.62,72.06,67.98,70.88,0,0
2014-06-10,71.87,72.17,70.11,70.50,0,0
2014-06-11,73.38,75.63,72.98,74.20,0,0
2014-06-12,74.45,79.97,73.22,79.97,0,0
2014-06-13,78.13,83.80,77.80,79.81,0,0
2014-06-16,81.90,83.93,80.31,81.50,0,0
2014-06-17,81.64,82.15,75.95,78.41,0,0
2014-06-18,77.67,77.67,71.27,71.76,0,0
2014-06-19,70.29,75.01,69.64,73.41,0,0
2014-06-20,71.97,73.33,70.44,73.33,0,0
2014-06-23,73.28,74.44,72.01,72.58,0,0
2014-06-24,74.05,76.92,72.11,75.23,0,0
2014-06-25,76.84,77.14,71.81,72.31,0,0
2014-06-26,70.83,75.36,70.83,72.86,0,0
2014-06-27,73.61,73.95,72.48,72.72,0,0
2014-06-30,73.77,73.88,70.81,71.56,0,0
2014-07-01,70.98,71.65,68.64,69.28,0,0
2014-07-02,69.20,69.78,67.31,68.15,0,0
2014-07-03,66.91,68.64,66.52,68.34,0,0
2014-07-07,70.45,72.52,70.34,71.66,0,0
2014-07-08,72.05,74.95,72.05,73.20,0,0
2014-07-09,75.61,78.93,75.13,76.28,0,0
2014-07-10,83.27,83.27,77.90,82.14,0,0
2014-07-11,80.61,82.24,79.20,79.91,0,0
2014-07-14,78.34,79.05,76.15,77.29,0,0
2014-07-15,76.05,81.42,75.54,78.92,0,0
2014-07-16,76.54,78.65,74.94,75.81,0,0
2014-07-17,75.95,93.32,74.28,89.96,0,0
2014-07-18,86.55,87.01,78.23,80.37,0,0
2014-07-21,81.09,84.08,80.58,81.41,0,0
2014-07-22,78.44,79.19,75.15,75.22,0,0
2014-07-23,75.09,77.70,73.93,76.64,0,0
2014-07-24,75.48,78.01,75.48,77.66,0,0
2014-07-25,78.84,81.41,78.58,81.08,0,0
2014-07-28,81.70,84.40,80.94,81.20,0,0
2014-07-29,80.76,82.19,78.44,81.72,0,0
2014-07-30,79.36,85.15,79.33,83.58,0,0
2014-07-31,86.74,97.94,86.36,97.42,0,0
2014-08-01,96.11,105.23,91.89,101.11,0,0
2014-08-04,99.75,100.30,90.69,93.12,0,0
2014-08-05,94.07000,101.56000,92.48000,98.32000,0,0
2014-08-06,100.42000,100.42000,93.01000,96.38000,0,0
2014-08-07,92.83000,99.11000,90.75000,97.40000,0,0
2014-08-08,96.77000,97.54000,89.90000,91.84000,0,0
2014-08-11,90.50000,90.69000,85.46000,87.54000,0,0
2014-08-12,87.48000,88.36000,85.86000,85.98000,0,0
2014-08-13,86.68000,87.38000,80.81000,81.27000,0,0
2014-08-14,80.88000,80.88000,78.03000,78.48000,0,0
2014-08-15,76.64000,89.06000,76.06000,82.20000,0,0
2014-08-18,81.19000,83.05000,80.69000,81.02000,0,0
2014-08-19,80.81000,80.95000,78.98000,80.84000,0,0
2014-08-20,81.64000,82.43000,79.89000,79.90000,0,0
2014-08-21,79.83000,81.79000,79.37000,79.61000,0,0
2014-08-22,79.56000,82.41000,79.22000,79.58000,0,0
2014-08-25,80.34000,80.77000,78.98000,79.33000,0,0
2014-08-26,79.70000,79.89000,78.56000,79.39000,0,0
2014-08-27,79.26000,80.09000,78.56000,78.84000,0,0
2014-08-28,81.26000,82.10000,80.23000,80.53000,0,0
2014-08-29,79.79000,81.99000,79.79000,81.11000,0,0
2014-09-02,82.71000,83.62000,81.93000,82.41000,0,0
2014-09-03,80.80000,81.43000,79.81000,80.77000,0,0
2014-09-04,79.58000,81.37000,77.66000,79.98000,0,0
2014-09-05,78.84000,80.86000,77.11000,77.33000,0,0
2014-09-08,79.30000,79.36000,77.52000,77.84000,0,0
2014-09-09,77.67000,80.34000,77.52000,79.30000,0,0
2014-09-10,81.88000,85.33000,80.87000,82.12000,0,0
2014-09-11,84.06000,85.43000,82.38000,83.10000,0,0
2014-09-12,82.75000,90.11000,82.40000,89.25000,0,0
2014-09-15,89.70000,93.68000,88.77000,91.58000,0,0
2014-09-16,92.67000,93.08000,83.06000,84.52000,0,0
2014-09-17,84.48000,84.48000,78.22000,81.52000,0,0
2014-09-18,80.34000,80.72000,77.13000,77.47000,0,0
2014-09-19,76.17000,79.15000,75.37000,77.70000,0,0
2014-09-22,80.94000,87.82000,80.78000,87.41000,0,0
2014-09-23,88.61000,92.45000,86.48000,91.90000,0,0
2014-09-24,89.85000,90.92000,85.64000,86.21000,0,0
2014-09-25,87.58000,99.76000,87.58000,96.72000,0,0
2014-09-26,95.81000,96.58000,88.34000,90.63000,0,0
2014-09-29,97.77000,98.11000,93.00000,95.02000,0,0
2014-09-30,94.16000,95.56000,90.57000,92.47000,0,0
2014-10-01,92.07000,106.77000,92.07000,98.12000,0,0
2014-10-02,96.03000,98.83000,92.50000,93.75000,0,0
2014-10-03,90.22000,90.72000,87.70000,87.77000,0,0
2014-10-06,87.58000,89.85000,84.33000,88.73000,0,0
2014-10-07,91.02000,99.20000,90.96000,99.20000,0,0
2014-10-08,98.75000,100.23000,88.68000,89.08000,0,0
2014-10-09,90.22000,103.46000,89.64000,102.13000,0,0
2014-10-10,102.36000,113.85000,99.85000,113.38000,0,0
2014-10-13,113.11000,132.21000,112.47000,131.57000,0,0
2014-10-14,126.46000,127.62000,114.49000,120.61000,0,0
2014-10-15,133.96000,142.58000,122.06000,129.01000,0,0
2014-10-16,133.08000,133.08000,116.46000,121.94000,0,0
2014-10-17,114.48000,121.19000,110.40000,118.84000,0,0
2014-10-20,118.20000,119.05000,108.83000,108.83000,0,0
2014-10-21,105.31000,105.71000,101.34000,104.09000,0,0
2014-10-22,103.59000,111.51000,99.67000,108.82000,0,0
2014-10-23,103.28000,104.72000,98.63000,102.05000,0,0
2014-10-24,102.25000,109.48000,100.25000,104.38000,0,0
2014-10-27,108.03000,109.31000,99.90000,100.75000,0,0
2014-10-28,99.27000,99.63000,95.89000,95.89000,0,0
2014-10-29,96.36000,102.67000,95.48000,99.34000,0,0
2014-10-30,99.81000,101.46000,96.02000,98.52000,0,0
2014-10-31,94.19000,96.49000,93.96000,94.10000,0,0
2014-11-03,94.54000,94.92000,91.77000,93.19000,0,0
2014-11-04,93.53000,96.45000,91.96000,92.44000,0,0
2014-11-05,89.59000,91.45000,86.78000,87.08000,0,0
2014-11-06,87.13000,89.12000,83.42000,83.42000,0,0
2014-11-07,83.94000,84.52000,80.44000,80.44000,0,0
2014-11-10,82.11000,82.18000,78.37000,79.70000,0,0
2014-11-11,79.34000,82.25000,78.98000,79.79000,0,0
2014-11-12,84.18000,85.26000,81.89000,83.10000,0,0
2014-11-13,83.32000,89.07000,82.59000,86.29000,0,0
2014-11-14,85.49000,87.93000,84.96000,85.58000,0,0
2014-11-17,88.28000,88.28000,84.37000,84.79000,0,0
2014-11-18,83.86000,84.07000,80.13000,82.60000,0,0
2014-11-19,82.81000,85.22000,79.80000,81.06000,0,0
2014-11-20,82.22000,82.22000,79.14000,79.14000,0,0
2014-11-21,77.25000,80.48000,76.90000,79.34000,0,0
2014-11-24,79.81000,80.26000,78.76000,79.25000,0,0
2014-11-25,79.06000,80.05000,77.79000,77.93000,0,0
2014-11-26,77.68000,78.56000,76.45000,77.04000,0,0
2014-11-28,78.34000,80.09000,77.75000,79.84000,0,0
2014-12-01,82.51000,87.53000,82.41000,86.84000,0,0
2014-12-02,85.22000,86.19000,83.45000,83.47000,0,0
2014-12-03,82.81000,86.45000,82.80000,86.45000,0,0
2014-12-04,86.42000,88.06000,85.13000,85.17000,0,0
