DateTime,contango,d4,d3,d2,d1,unch,u1,u2,u3,u4,hr_d4,hr_d3,hr_d2,hr_d1,hr_unch,hr_u1,hr_u2,hr_u3,hr_u4
2009-04-15,0.0,0,0,0,1,1,0,0,0,0,0.0,0.2,0.4,0.6,0.8,0.4,0.4,0.2,0.2
2009-04-16,0.15,0,0,0,1,1,1,1,1,0,0.0,0.2,0.4,0.8,0.8,0.4,0.4,0.4,0.2
2009-04-17,0.05,0,0,0,0,1,1,1,0,0,0.0,0.2,0.4,0.8,1.0,0.4,0.4,0.2,0.0
2009-04-20,-0.55,1,1,1,1,0,0,0,0,0,0.2,0.4,0.4,0.8,0.8,0.4,0.4,0.2,0.0
2009-04-21,-0.25,0,0,0,1,1,1,0,0,0,0.2,0.2,0.2,0.8,0.8,0.6,0.4,0.2,0.0
2009-04-22,-0.4,0,0,1,1,1,1,1,0,0,0.2,0.2,0.4,0.8,0.8,0.8,0.6,0.2,0.0
2009-04-23,-0.4,0,0,0,1,1,1,0,0,0,0.2,0.2,0.4,0.8,0.8,0.8,0.4,0.0,0.0
2009-04-24,-0.15,0,0,0,0,0,1,1,1,0,0.2,0.2,0.4,0.8,0.6,0.8,0.4,0.2,0.0
2009-04-27,-0.3,0,1,1,1,0,0,0,0,0,0.0,0.2,0.4,0.8,0.6,0.8,0.4,0.2,0.0
2009-04-28,-0.05,0,0,1,1,1,0,0,0,0,0.0,0.2,0.6,0.8,0.6,0.6,0.4,0.2,0.0
2009-04-29,0.25,0,0,0,0,0,1,1,1,1,0.0,0.2,0.4,0.6,0.4,0.6,0.4,0.4,0.2
2009-04-30,0.05,0,0,0,0,1,1,1,1,0,0.0,0.2,0.4,0.4,0.4,0.6,0.6,0.6,0.2
2009-05-01,0.2,0,0,0,1,1,1,0,0,0,0.0,0.2,0.4,0.6,0.6,0.6,0.4,0.4,0.2
2009-05-04,-0.05,0,0,0,0,0,1,1,1,1,0.0,0.0,0.2,0.4,0.6,0.8,0.6,0.6,0.4
2009-05-05,0.2,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.4,0.6,0.8,0.6,0.6,0.4
2009-05-06,0.75,0,0,0,0,1,1,1,0,0,0.0,0.0,0.0,0.4,0.8,0.8,0.6,0.4,0.2
2009-05-07,0.45,0,1,1,1,1,1,1,0,0,0.0,0.2,0.2,0.6,0.8,0.8,0.6,0.2,0.2
2009-05-08,0.6,0,0,0,0,0,1,1,1,1,0.0,0.2,0.2,0.4,0.6,0.8,0.8,0.4,0.4
2009-05-11,0.55,1,1,1,1,0,0,0,0,0,0.2,0.4,0.4,0.6,0.6,0.6,0.6,0.2,0.2
2009-05-12,0.9,0,1,1,1,1,1,0,0,0,0.2,0.6,0.6,0.6,0.6,0.8,0.6,0.2,0.2
2009-05-13,0.45,1,1,1,1,0,0,0,0,0,0.4,0.8,0.8,0.8,0.4,0.6,0.4,0.2,0.2
2009-05-14,0.9,0,0,0,1,1,1,1,0,0,0.4,0.6,0.6,0.8,0.4,0.6,0.4,0.2,0.2
2009-05-15,0.05,0,0,1,1,1,1,0,0,0,0.4,0.6,0.8,1.0,0.6,0.6,0.2,0.0,0.0
2009-05-18,1.0,0,0,0,0,0,1,1,1,1,0.2,0.4,0.6,0.8,0.6,0.8,0.4,0.2,0.2
2009-05-19,1.9,0,0,0,0,1,1,0,0,0,0.2,0.2,0.4,0.6,0.6,0.8,0.4,0.2,0.2
2009-05-20,0.9,0,0,0,0,0,1,1,1,1,0.0,0.0,0.2,0.4,0.6,1.0,0.6,0.4,0.4
2009-05-21,0.65,1,1,1,1,0,0,0,0,0,0.2,0.2,0.4,0.4,0.4,0.8,0.4,0.4,0.4
2009-05-22,0.3,0,0,0,1,1,1,0,0,0,0.2,0.2,0.2,0.4,0.4,0.8,0.4,0.4,0.4
2009-05-26,0.85,0,0,0,1,1,1,1,1,1,0.2,0.2,0.2,0.6,0.6,0.8,0.4,0.4,0.4
2009-05-27,0.8,0,0,1,1,1,0,0,0,0,0.2,0.2,0.4,0.8,0.6,0.6,0.4,0.4,0.4
2009-05-28,0.85,0,0,0,1,1,1,1,1,0,0.2,0.2,0.4,1.0,0.8,0.6,0.4,0.4,0.2
2009-05-29,1.15,0,0,0,0,1,1,0,0,0,0.0,0.0,0.2,0.8,1.0,0.8,0.4,0.4,0.2
2009-06-01,1.15,0,0,0,0,0,1,1,1,1,0.0,0.0,0.2,0.6,0.8,0.8,0.6,0.6,0.4
2009-06-02,1.4,0,0,0,0,1,1,1,0,0,0.0,0.0,0.2,0.4,0.8,0.8,0.6,0.4,0.2
2009-06-03,1.5,1,1,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,0.6,0.8,0.6,0.4,0.2
2009-06-04,1.45,0,0,0,0,1,1,1,0,0,0.2,0.2,0.2,0.2,0.6,0.8,0.6,0.2,0.2
2009-06-05,1.65,0,0,0,1,1,1,1,1,0,0.2,0.2,0.2,0.4,0.6,0.8,0.8,0.4,0.2
2009-06-08,1.75,0,1,1,1,0,0,0,0,0,0.2,0.4,0.4,0.6,0.6,0.6,0.6,0.2,0.0
2009-06-09,1.85,0,0,0,0,1,1,0,0,0,0.2,0.4,0.4,0.6,0.6,0.6,0.4,0.2,0.0
2009-06-10,2.1,0,0,1,1,1,1,1,0,0,0.0,0.2,0.4,0.6,0.8,0.8,0.6,0.2,0.0
2009-06-11,2.5,0,0,0,1,1,1,1,0,0,0.0,0.2,0.4,0.8,0.8,0.8,0.6,0.2,0.0
2009-06-12,1.6,0,0,0,1,1,1,0,0,0,0.0,0.2,0.4,0.8,0.8,0.8,0.4,0.0,0.0
2009-06-15,1.15,1,1,1,1,0,0,0,0,0,0.2,0.2,0.4,0.8,0.8,0.8,0.4,0.0,0.0
2009-06-16,0.55,0,0,1,1,1,1,0,0,0,0.2,0.2,0.6,1.0,0.8,0.8,0.4,0.0,0.0
2009-06-17,-0.55,0,0,0,1,1,1,0,0,0,0.2,0.2,0.4,1.0,0.8,0.8,0.2,0.0,0.0
2009-06-18,-0.55,0,0,0,0,1,1,1,0,0,0.2,0.2,0.4,0.8,0.8,0.8,0.2,0.0,0.0
2009-06-19,0.2,0,0,0,0,1,1,1,0,0,0.2,0.2,0.4,0.6,0.8,0.8,0.4,0.0,0.0
2009-06-22,-0.2,1,1,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,0.8,0.8,0.4,0.0,0.0
2009-06-23,0.1,0,0,0,0,1,1,0,0,0,0.2,0.2,0.2,0.4,0.8,0.8,0.4,0.0,0.0
2009-06-24,0.75,0,0,0,0,0,1,1,1,0,0.2,0.2,0.2,0.2,0.6,0.8,0.6,0.2,0.0
2009-06-25,1.15,0,0,0,1,1,1,1,1,1,0.2,0.2,0.2,0.4,0.6,0.8,0.6,0.4,0.2
2009-06-26,1.3,0,0,1,1,1,0,0,0,0,0.2,0.2,0.4,0.6,0.6,0.6,0.4,0.4,0.2
2009-06-29,1.5,0,0,0,0,1,1,1,0,0,0.0,0.0,0.2,0.4,0.8,0.8,0.6,0.4,0.2
2009-06-30,1.2,0,1,1,1,1,1,0,0,0,0.0,0.2,0.4,0.6,0.8,0.8,0.6,0.4,0.2
2009-07-01,1.55,0,0,0,0,0,1,1,1,0,0.0,0.2,0.4,0.6,0.8,0.8,0.6,0.4,0.2
2009-07-02,1.35,1,1,1,1,0,0,0,0,0,0.2,0.4,0.6,0.6,0.6,0.6,0.4,0.2,0.0
2009-07-06,1.4,0,0,1,1,0,0,0,0,0,0.2,0.4,0.6,0.6,0.4,0.6,0.4,0.2,0.0
2009-07-07,1.2,0,1,1,1,0,0,0,0,0,0.2,0.6,0.8,0.8,0.2,0.4,0.2,0.2,0.0
2009-07-08,1.0,0,1,1,1,1,0,0,0,0,0.2,0.6,0.8,0.8,0.2,0.2,0.2,0.2,0.0
2009-07-09,2.0,0,0,0,0,0,1,1,0,0,0.2,0.6,0.8,0.8,0.2,0.2,0.2,0.0,0.0
2009-07-10,2.15,0,0,1,1,1,0,0,0,0,0.0,0.4,0.8,0.8,0.4,0.2,0.2,0.0,0.0
2009-07-13,3.25,0,0,0,0,1,1,1,1,1,0.0,0.4,0.6,0.6,0.6,0.4,0.4,0.2,0.2
2009-07-14,3.25,0,0,0,0,1,1,0,0,0,0.0,0.2,0.4,0.4,0.8,0.6,0.4,0.2,0.2
2009-07-15,2.8,0,0,0,0,0,1,1,1,1,0.0,0.0,0.2,0.2,0.6,0.8,0.6,0.4,0.4
2009-07-16,3.05,0,0,0,0,1,1,1,0,0,0.0,0.0,0.2,0.2,0.8,0.8,0.6,0.4,0.4
2009-07-17,3.4,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.2,0.8,0.8,0.6,0.4,0.4
2009-07-20,3.85,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.2,0.6,0.8,0.6,0.2,0.2
2009-07-21,3.8,0,0,1,1,1,1,0,0,0,0.0,0.0,0.2,0.4,0.6,0.8,0.6,0.2,0.2
2009-07-22,2.0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.4,0.6,0.8,0.6,0.4,0.0,0.0
2009-07-23,2.2,0,0,0,0,0,1,1,1,1,0.0,0.0,0.4,0.6,0.6,0.6,0.4,0.2,0.2
2009-07-24,2.55,0,0,0,1,1,1,0,0,0,0.0,0.0,0.4,0.6,0.6,0.8,0.4,0.2,0.2
2009-07-27,2.6,0,0,1,1,1,0,0,0,0,0.0,0.0,0.6,0.8,0.8,0.6,0.2,0.2,0.2
2009-07-28,2.55,0,1,1,1,0,0,0,0,0,0.0,0.2,0.6,0.8,0.6,0.4,0.2,0.2,0.2
2009-07-29,2.4,0,0,1,1,0,0,0,0,0,0.0,0.2,0.6,0.8,0.4,0.4,0.2,0.2,0.2
2009-07-30,2.25,0,0,0,0,0,1,1,1,1,0.0,0.2,0.6,0.8,0.4,0.4,0.2,0.2,0.2
2009-07-31,2.45,0,0,0,1,1,1,1,0,0,0.0,0.2,0.6,0.8,0.4,0.4,0.4,0.2,0.2
2009-08-03,2.65,0,0,0,0,0,1,1,1,1,0.0,0.2,0.4,0.6,0.2,0.6,0.6,0.4,0.4
2009-08-04,2.55,0,0,1,1,1,0,0,0,0,0.0,0.0,0.4,0.6,0.4,0.6,0.6,0.4,0.4
2009-08-05,2.8,0,1,1,1,0,0,0,0,0,0.0,0.2,0.4,0.6,0.4,0.6,0.6,0.4,0.4
2009-08-06,2.35,0,0,1,1,1,1,0,0,0,0.0,0.2,0.6,0.8,0.6,0.6,0.4,0.2,0.2
2009-08-07,2.4,0,0,0,0,1,1,1,1,1,0.0,0.2,0.6,0.6,0.6,0.6,0.4,0.4,0.4
2009-08-10,2.5,0,0,1,1,1,0,0,0,0,0.0,0.2,0.8,0.8,0.8,0.4,0.2,0.2,0.2
2009-08-11,2.4,1,1,1,1,1,0,0,0,0,0.2,0.4,0.8,0.8,0.8,0.4,0.2,0.2,0.2
2009-08-12,2.8,0,0,0,0,1,1,1,1,1,0.2,0.2,0.6,0.6,1.0,0.6,0.4,0.4,0.4
2009-08-13,2.75,0,0,0,1,1,1,1,1,0,0.2,0.2,0.4,0.6,1.0,0.6,0.6,0.6,0.4
2009-08-14,3.1,1,1,1,1,1,0,0,0,0,0.4,0.4,0.6,0.8,1.0,0.4,0.4,0.4,0.2
2009-08-17,2.3,1,1,1,1,0,0,0,0,0,0.6,0.6,0.6,0.8,0.8,0.4,0.4,0.4,0.2
2009-08-18,2.9,0,0,0,0,0,1,1,0,0,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.4,0.2
2009-08-19,2.2,0,0,1,1,1,1,1,0,0,0.4,0.4,0.6,0.8,0.6,0.6,0.6,0.2,0.0
2009-08-20,2.3,0,0,0,0,1,1,0,0,0,0.4,0.4,0.6,0.6,0.6,0.6,0.4,0.0,0.0
2009-08-21,2.65,0,0,0,0,0,1,1,1,1,0.2,0.2,0.4,0.4,0.4,0.8,0.6,0.2,0.2
2009-08-24,2.5,0,0,0,0,1,1,1,0,0,0.0,0.0,0.2,0.2,0.6,1.0,0.8,0.2,0.2
2009-08-25,2.3,0,0,0,0,0,1,1,1,0,0.0,0.0,0.2,0.2,0.6,1.0,0.8,0.4,0.2
2009-08-26,2.1,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.2,0.6,1.0,0.6,0.4,0.2
2009-08-27,2.45,0,0,1,1,1,1,0,0,0,0.0,0.0,0.2,0.4,0.6,1.0,0.6,0.4,0.2
2009-08-28,2.4,0,0,0,1,1,1,1,0,0,0.0,0.0,0.2,0.6,0.8,1.0,0.6,0.2,0.0
2009-08-31,2.45,0,1,1,1,0,0,0,0,0,0.0,0.2,0.4,0.8,0.6,0.8,0.4,0.2,0.0
2009-09-01,2.2,1,1,1,1,1,1,0,0,0,0.2,0.4,0.6,1.0,0.8,0.8,0.2,0.0,0.0
2009-09-02,2.15,0,0,0,1,1,0,0,0,0,0.2,0.4,0.6,1.0,0.8,0.6,0.2,0.0,0.0
2009-09-03,2.3,0,0,0,0,1,1,0,0,0,0.2,0.4,0.4,0.8,0.8,0.6,0.2,0.0,0.0
2009-09-04,2.85,0,0,0,0,1,1,1,1,0,0.2,0.4,0.4,0.6,0.8,0.6,0.2,0.2,0.0
2009-09-08,2.75,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.4,0.8,0.8,0.4,0.2,0.0
2009-09-09,2.65,0,0,0,0,1,1,1,0,0,0.0,0.0,0.0,0.2,0.8,0.8,0.6,0.2,0.0
2009-09-10,2.9,0,0,1,1,1,1,0,0,0,0.0,0.0,0.2,0.2,0.8,1.0,0.6,0.2,0.0
2009-09-11,2.95,0,0,0,1,1,1,0,0,0,0.0,0.0,0.2,0.4,0.8,1.0,0.6,0.2,0.0
2009-09-14,3.2,0,0,1,1,1,1,0,0,0,0.0,0.0,0.4,0.6,0.8,1.0,0.4,0.0,0.0
2009-09-15,3.65,0,0,0,1,1,1,0,0,0,0.0,0.0,0.4,0.8,1.0,1.0,0.2,0.0,0.0
2009-09-16,1.7,0,0,0,0,0,1,1,1,1,0.0,0.0,0.4,0.8,0.8,1.0,0.2,0.2,0.2
2009-09-17,1.65,0,0,0,1,1,1,1,0,0,0.0,0.0,0.2,0.8,0.8,1.0,0.4,0.2,0.2
2009-09-18,1.6,0,0,0,0,1,1,0,0,0,0.0,0.0,0.2,0.6,0.8,1.0,0.4,0.2,0.2
2009-09-21,1.7,0,0,1,1,1,0,0,0,0,0.0,0.0,0.2,0.6,0.8,0.8,0.4,0.2,0.2
2009-09-22,1.95,0,0,0,0,0,1,1,0,0,0.0,0.0,0.2,0.4,0.6,0.8,0.6,0.2,0.2
2009-09-23,1.8,0,0,0,1,1,1,1,0,0,0.0,0.0,0.2,0.6,0.8,0.8,0.6,0.0,0.0
2009-09-24,1.6,1,1,1,1,1,1,0,0,0,0.2,0.2,0.4,0.6,0.8,0.8,0.4,0.0,0.0
2009-09-25,1.55,0,0,0,1,1,1,0,0,0,0.2,0.2,0.4,0.8,0.8,0.8,0.4,0.0,0.0
2009-09-28,2.1,0,0,0,0,0,1,1,1,1,0.2,0.2,0.2,0.6,0.6,1.0,0.6,0.2,0.2
2009-09-29,1.95,0,0,0,1,1,1,0,0,0,0.2,0.2,0.2,0.8,0.8,1.0,0.4,0.2,0.2
2009-09-30,1.65,0,1,1,1,1,1,1,0,0,0.2,0.4,0.4,0.8,0.8,1.0,0.4,0.2,0.2
2009-10-01,0.95,1,1,1,1,0,0,0,0,0,0.2,0.4,0.4,0.8,0.6,0.8,0.4,0.2,0.2
2009-10-02,0.95,0,1,1,1,0,0,0,0,0,0.2,0.6,0.6,0.8,0.4,0.6,0.4,0.2,0.2
2009-10-05,1.15,0,0,0,0,1,1,1,1,0,0.2,0.6,0.6,0.8,0.6,0.6,0.4,0.2,0.0
2009-10-06,1.45,0,0,0,0,0,1,1,1,1,0.2,0.6,0.6,0.6,0.4,0.6,0.6,0.4,0.2
2009-10-07,1.95,0,0,0,0,1,1,0,0,0,0.2,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.2
2009-10-08,2.0,0,0,0,0,0,1,1,1,0,0.0,0.2,0.2,0.2,0.4,0.8,0.6,0.6,0.2
2009-10-09,1.95,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.2,0.6,0.8,0.6,0.6,0.2
2009-10-12,1.7,0,0,0,0,1,1,1,0,0,0.0,0.0,0.0,0.2,0.6,0.8,0.6,0.4,0.2
2009-10-13,2.05,0,0,1,1,1,0,0,0,0,0.0,0.0,0.2,0.4,0.8,0.6,0.4,0.2,0.0
2009-10-14,2.15,0,0,0,0,0,1,1,1,1,0.0,0.0,0.2,0.4,0.6,0.6,0.6,0.4,0.2
2009-10-15,2.55,0,0,0,1,1,0,0,0,0,0.0,0.0,0.2,0.6,0.8,0.4,0.4,0.2,0.2
2009-10-16,2.95,0,1,1,1,0,0,0,0,0,0.0,0.2,0.4,0.6,0.6,0.4,0.4,0.2,0.2
2009-10-19,3.25,0,0,0,0,0,1,1,1,1,0.0,0.2,0.4,0.6,0.4,0.4,0.4,0.4,0.4
2009-10-20,3.45,0,0,1,1,1,1,0,0,0,0.0,0.2,0.4,0.6,0.4,0.6,0.4,0.4,0.4
2009-10-21,1.1,0,0,0,1,1,1,1,0,0,0.0,0.2,0.4,0.8,0.6,0.6,0.4,0.2,0.2
2009-10-22,1.45,0,0,1,1,1,1,1,0,0,0.0,0.2,0.6,0.8,0.6,0.8,0.6,0.2,0.2
2009-10-23,1.4,1,1,1,1,1,1,0,0,0,0.2,0.2,0.6,0.8,0.8,1.0,0.6,0.2,0.2
2009-10-26,1.4,1,1,1,1,1,1,1,1,0,0.4,0.4,0.8,1.0,1.0,1.0,0.6,0.2,0.0
2009-10-27,1.2,0,0,1,1,1,0,0,0,0,0.4,0.4,0.8,1.0,1.0,0.8,0.6,0.2,0.0
2009-10-28,0.25,1,1,1,1,0,0,0,0,0,0.6,0.6,1.0,1.0,0.8,0.6,0.4,0.2,0.0
2009-10-29,0.75,0,0,0,0,0,1,1,1,1,0.6,0.6,0.8,0.8,0.6,0.6,0.4,0.4,0.2
2009-10-30,-0.15,1,1,1,1,1,0,0,0,0,0.6,0.6,0.8,0.8,0.6,0.4,0.4,0.4,0.2
2009-11-02,0.1,0,0,0,1,1,1,1,1,0,0.4,0.4,0.6,0.8,0.6,0.4,0.4,0.4,0.2
2009-11-03,0.2,0,0,0,1,1,0,0,0,0,0.4,0.4,0.4,0.8,0.6,0.4,0.4,0.4,0.2
2009-11-04,0.45,0,0,0,0,0,1,1,1,0,0.2,0.2,0.2,0.6,0.6,0.6,0.6,0.6,0.2
2009-11-05,1.35,0,0,0,0,0,1,1,1,0,0.2,0.2,0.2,0.6,0.6,0.6,0.6,0.6,0.0
2009-11-06,1.3,0,0,1,1,1,1,0,0,0,0.0,0.0,0.2,0.6,0.6,0.8,0.6,0.6,0.0
2009-11-09,1.4,0,0,0,0,0,1,1,1,1,0.0,0.0,0.2,0.4,0.4,0.8,0.6,0.6,0.2
2009-11-10,1.6,0,0,0,1,1,0,0,0,0,0.0,0.0,0.2,0.4,0.4,0.8,0.6,0.6,0.2
2009-11-11,1.5,0,0,0,0,1,1,1,0,0,0.0,0.0,0.2,0.4,0.6,0.8,0.6,0.4,0.2
2009-11-12,1.45,0,0,1,1,1,1,0,0,0,0.0,0.0,0.4,0.6,0.8,0.8,0.4,0.2,0.2
2009-11-13,1.6,0,0,0,1,1,1,1,0,0,0.0,0.0,0.2,0.6,0.8,0.8,0.6,0.2,0.2
2009-11-16,2.05,0,0,0,0,0,1,1,1,1,0.0,0.0,0.2,0.6,0.8,0.8,0.6,0.2,0.2
2009-11-17,2.8,0,0,0,1,1,0,0,0,0,0.0,0.0,0.2,0.6,0.8,0.8,0.6,0.2,0.2
2009-11-18,2.45,0,0,0,1,1,0,0,0,0,0.0,0.0,0.2,0.8,0.8,0.6,0.4,0.2,0.2
2009-11-19,2.55,1,1,1,1,0,0,0,0,0,0.2,0.2,0.2,0.8,0.6,0.4,0.4,0.2,0.2
2009-11-20,2.8,0,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.8,0.4,0.2,0.2,0.2,0.2
2009-11-23,3.55,0,0,0,0,0,1,1,1,1,0.2,0.2,0.4,0.8,0.4,0.2,0.2,0.2,0.2
2009-11-24,3.35,0,0,1,1,1,0,0,0,0,0.2,0.2,0.6,0.8,0.4,0.2,0.2,0.2,0.2
2009-11-25,3.45,0,0,0,0,0,1,1,0,0,0.2,0.2,0.6,0.6,0.2,0.4,0.4,0.2,0.2
2009-11-27,3.1,1,1,1,1,0,0,0,0,0,0.2,0.2,0.6,0.6,0.2,0.4,0.4,0.2,0.2
2009-11-30,3.05,0,0,0,1,1,1,0,0,0,0.2,0.2,0.4,0.6,0.4,0.6,0.4,0.2,0.2
2009-12-01,3.25,0,0,0,0,0,1,1,1,1,0.2,0.2,0.4,0.6,0.4,0.6,0.4,0.2,0.2
2009-12-02,3.55,0,0,0,1,1,1,0,0,0,0.2,0.2,0.2,0.6,0.4,0.8,0.4,0.2,0.2
2009-12-03,3.4,0,0,0,0,1,1,1,0,0,0.2,0.2,0.2,0.6,0.6,0.8,0.4,0.2,0.2
2009-12-04,3.55,0,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.4,0.8,1.0,0.6,0.4,0.4
2009-12-07,3.55,0,0,1,1,1,0,0,0,0,0.0,0.0,0.2,0.4,0.8,0.8,0.6,0.4,0.4
2009-12-08,3.05,1,1,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,0.8,0.6,0.4,0.2,0.2
2009-12-09,3.4,0,0,0,1,1,1,0,0,0,0.2,0.2,0.4,0.6,0.8,0.6,0.4,0.2,0.2
2009-12-10,3.6,0,0,0,0,1,1,0,0,0,0.2,0.2,0.4,0.6,0.8,0.6,0.2,0.2,0.2
2009-12-11,3.9,0,0,0,0,1,1,1,0,0,0.2,0.2,0.4,0.6,0.8,0.6,0.2,0.0,0.0
2009-12-14,4.45,0,0,0,0,0,1,0,0,0,0.2,0.2,0.2,0.4,0.6,0.8,0.2,0.0,0.0
2009-12-15,3.9,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.4,0.8,0.8,0.2,0.0,0.0
2009-12-16,2.4,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.2,0.6,0.8,0.4,0.0,0.0
2009-12-17,2.3,1,1,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,0.4,0.6,0.4,0.0,0.0
2009-12-18,2.3,0,0,0,1,1,1,0,0,0,0.2,0.2,0.2,0.6,0.4,0.6,0.2,0.0,0.0
2009-12-21,2.4,0,0,0,0,0,1,1,1,1,0.2,0.2,0.2,0.6,0.4,0.6,0.4,0.2,0.2
2009-12-22,2.45,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.4,0.2,0.8,0.6,0.2,0.2
2009-12-23,2.45,0,0,0,0,1,1,0,0,0,0.2,0.2,0.2,0.4,0.4,0.8,0.4,0.2,0.2
2009-12-24,2.65,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.2,0.4,1.0,0.6,0.2,0.2
2009-12-28,2.8,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.4,1.0,0.6,0.2,0.2
2009-12-29,2.75,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.6,1.0,0.4,0.0,0.0
2009-12-30,2.65,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.2,0.8,0.8,0.2,0.0,0.0
2009-12-31,2.85,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.4,0.8,0.6,0.2,0.0,0.0
2010-01-04,2.75,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.4,0.8,0.6,0.2,0.2,0.2
2010-01-05,2.9,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.6,0.8,0.6,0.2,0.2,0.2
2010-01-06,2.75,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.6,0.8,0.4,0.2,0.2,0.2
2010-01-07,2.7,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.6,0.8,0.6,0.2,0.2,0.2
2010-01-08,2.65,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.6,0.8,0.6,0.2,0.2,0.2
2010-01-11,2.75,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.8,1.0,0.6,0.0,0.0,0.0
2010-01-12,2.55,1,1,1,1,0,0,0,0,0,0.2,0.2,0.2,0.8,0.8,0.4,0.0,0.0,0.0
2010-01-13,3.1,0,0,0,1,1,1,1,0,0,0.2,0.2,0.2,1.0,0.8,0.6,0.2,0.0,0.0
2010-01-14,3.05,0,0,0,1,1,1,0,0,0,0.2,0.2,0.2,1.0,0.8,0.6,0.2,0.0,0.0
2010-01-15,2.9,1,1,1,1,0,0,0,0,0,0.4,0.4,0.4,1.0,0.6,0.6,0.2,0.0,0.0
2010-01-19,3.7,0,0,0,0,1,1,1,1,0,0.4,0.4,0.4,0.8,0.6,0.6,0.4,0.2,0.0
2010-01-20,1.45,1,1,1,1,0,0,0,0,0,0.4,0.4,0.4,0.8,0.6,0.6,0.4,0.2,0.0
2010-01-21,1.45,1,1,1,1,1,1,0,0,0,0.6,0.6,0.6,0.8,0.6,0.6,0.2,0.2,0.0
2010-01-22,0.4,0,1,1,1,1,0,0,0,0,0.6,0.8,0.8,0.8,0.6,0.4,0.2,0.2,0.0
2010-01-25,0.6,0,0,0,0,1,1,0,0,0,0.4,0.6,0.6,0.6,0.8,0.6,0.2,0.2,0.0
2010-01-26,0.75,0,0,0,1,1,1,0,0,0,0.4,0.6,0.6,0.8,0.8,0.6,0.0,0.0,0.0
2010-01-27,0.95,0,0,1,1,1,1,0,0,0,0.2,0.4,0.6,0.8,1.0,0.8,0.0,0.0,0.0
2010-01-28,0.9,1,1,1,1,1,1,0,0,0,0.2,0.4,0.6,0.8,1.0,0.8,0.0,0.0,0.0
2010-01-29,0.7,0,0,0,1,1,1,1,1,0,0.2,0.2,0.4,0.8,1.0,1.0,0.2,0.2,0.0
2010-02-01,1.2,0,0,0,0,0,1,1,1,0,0.2,0.2,0.4,0.8,0.8,1.0,0.4,0.4,0.0
2010-02-02,1.35,0,0,0,0,1,1,1,1,0,0.2,0.2,0.4,0.6,0.8,1.0,0.6,0.6,0.0
2010-02-03,1.4,0,0,0,1,1,0,0,0,0,0.2,0.2,0.2,0.6,0.8,0.8,0.6,0.6,0.0
2010-02-04,0.05,1,1,1,1,0,0,0,0,0,0.2,0.2,0.2,0.6,0.6,0.6,0.6,0.6,0.0
2010-02-05,-0.25,1,1,1,1,1,0,0,0,0,0.4,0.4,0.4,0.6,0.6,0.4,0.4,0.4,0.0
2010-02-08,-0.2,0,0,0,0,1,1,1,0,0,0.4,0.4,0.4,0.6,0.8,0.4,0.4,0.2,0.0
2010-02-09,0.1,0,0,0,0,0,1,1,1,1,0.4,0.4,0.4,0.6,0.6,0.4,0.4,0.2,0.2
2010-02-10,0.05,0,0,1,1,1,1,0,0,0,0.4,0.4,0.6,0.6,0.6,0.6,0.4,0.2,0.2
2010-02-11,0.5,0,0,0,1,1,1,1,1,0,0.2,0.2,0.4,0.6,0.8,0.8,0.6,0.4,0.2
2010-02-12,0.45,1,1,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,0.6,0.8,0.6,0.4,0.2
2010-02-16,1.0,0,0,0,0,0,1,1,0,0,0.2,0.2,0.4,0.6,0.4,0.8,0.6,0.4,0.2
2010-02-17,1.95,0,0,0,0,1,1,0,0,0,0.2,0.2,0.4,0.6,0.6,0.8,0.4,0.2,0.0
