Market,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Lease Rates
Metal/Currency,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,6 Month
Priced In,USD,USD,AUD,AUD,JPY,JPY,USD,USD,AUD,AUD,JPY,JPY,USD,USD,AUD,AUD,JPY,JPY,Gold
Price Type,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,% pa
Summary,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Average,Average,Average,Average,Average,Average,
"06/02/18",1342.24,1347.43,1708.68,1715.46,146173.89,146850.33,1335.36,1341.15,1694.4,1701.97,145240.21,145907.07,1339.06,1344.58,1701.88,1709.51,145815.84,146494.43,
"07/02/18",1328.3,1333.4,1686.69,1693.6,145122.52,145860.39,1321.74,1327.55,1671.82,1679.59,144597.54,145208.17,1325.86,1331.28,1681.13,1688.49,144916.07,145565,
"08/02/18",1315.74,1321.43,1683.18,1691.11,143665.65,144322.53,1307.41,1313.18,1671.98,1678.93,143293.36,143879.45,1310.99,1316.28,1676.31,1683.59,143482.75,144123.41,
"09/02/18",1319.62,1324.8,1694.56,1702.01,143568.27,144178.84,1311.62,1316.75,1683.72,1690.53,143056.77,143816.61,1315.78,1321.16,1690.9,1698.37,143276.09,143938.68,
"10/02/18",,,,,,,,,,,,,,,,,,,
"11/02/18",,,,,,,,,,,,,,,,,,,
"12/02/18",1322.94,1328.06,1690.01,1696.77,143697.74,144320.39,1312.86,1318.63,1679.21,1686.8,142719.18,143372.37,1319.13,1324.53,1685.39,1692.68,143344.8,143982.4,
"13/02/18",1325.76,1331.56,1685.22,1693.02,143512.86,144191.83,1319.67,1325.35,1678.49,1686.09,142718.06,143385.86,1322.15,1327.59,1681.27,1688.63,143284.2,143928.94,
"14/02/18",1334.13,1339.31,1691.5,1698.55,143363.53,143997.5,1326.26,1332.06,1688.4,1695.77,142618.5,143225.81,1330.6,1335.9,1690.37,1697.58,142894.92,143522.7,
"15/02/18",1354.16,1359.27,1704.22,1711.58,144187.64,144816.63,1347.8,1353.3,1697.83,1705.15,143688.54,144317.13,1351,1356.39,1701.89,1709.2,143957.22,144596.06,
"16/02/18",1357.3,1362.38,1702.59,1709.52,143648.55,144308.8,1350.45,1355.58,1699.16,1706.17,143273.48,143915.71,1353.71,1359.16,1700.72,1708.06,143465.08,144100.11,
"17/02/18",,,,,,,,,,,,,,,,,,,
"18/02/18",,,,,,,,,,,,,,,,,,,
"19/02/18",1347.79,1353.51,1701.16,1707.9,143358.36,143957.97,1344.3,1349.42,1697.39,1704.47,142949.59,143566.21,1346.16,1351.46,1699.22,1706.28,143145.16,143757.91,
"20/02/18",1343.81,1349.58,1697.8,1705.52,143274.63,143932.71,1335.01,1340.78,1687.11,1695.09,142821.73,143488.83,1338.96,1344.37,1691.7,1699.1,142996.66,143638.96,
"21/02/18",1327.01,1332.78,1689.1,1695.89,142764.12,143441.57,1323.26,1328.89,1681.58,1690.01,142345.25,143046.46,1325.23,1330.66,1684.95,1692.5,142607.84,143265.64,
"22/02/18",1324.15,1329.26,1697.85,1704.84,142412.33,143069.67,1319.11,1324.36,1688.57,1697.04,141487.74,142212.62,1321.35,1326.63,1693.37,1700.69,141942.25,142575.27,
"23/02/18",1329.06,1334.86,1695.01,1702.63,141878.02,142533.91,1324.11,1329.23,1692.81,1700.04,141654.86,142272.09,1326.36,1331.6,1693.75,1700.96,141785.52,142407.25,
"24/02/18",,,,,,,,,,,,,,,,,,,
"25/02/18",,,,,,,,,,,,,,,,,,,
"26/02/18",1337.24,1342.35,1697.42,1704.55,142434.28,143060.31,1324.11,1329.9,1689.35,1696.95,141730.99,142319.18,1332.42,1337.84,1695.08,1702.42,142119.36,142752.75,
"27/02/18",1333.49,1338.62,1696.7,1704.09,142659.89,143233.43,1329.45,1334.72,1693.57,1701.15,142116.91,142786.87,1331.24,1336.58,1695.33,1702.55,142363.9,142989.98,
"28/02/18",1316.07,1321.47,1688.97,1695.71,141215.15,141888.8,1314.31,1319.78,1684.6,1692.03,140787.26,141446.25,1315.13,1320.56,1686.89,1694.48,140954.7,141613.95,
"01/03/18",1315.4,1320.9,1699.16,1706.95,140287.41,140913.61,1308.84,1313.97,1691.23,1698.51,139757.94,140384.55,1312.41,1317.75,1696,1703.36,140053.15,140688.49,
"02/03/18",1315.94,1321.33,1695.14,1702.53,139648.34,140217.77,1313.61,1319.2,1690.8,1697.59,138905.45,139500.23,1314.59,1320.01,1693.53,1700.95,139294.81,139929.44,
"03/03/18",,,,,,,,,,,,,,,,,,,
"04/03/18",,,,,,,,,,,,,,,,,,,
"05/03/18",1324.46,1329.54,1711.85,1718.86,139696.48,140358.68,1322.81,1328.58,1707.09,1714.98,139490.31,140151.9,1323.56,1329.09,1708.34,1716.09,139594.21,140262.19,
"06/03/18",1320.99,1326.15,1699.85,1707.32,140379.9,141009.53,1317.55,1323.31,1695.18,1702.71,139798.75,140503.38,1319.45,1324.91,1697.35,1704.92,140150.31,140809.98,
"07/03/18",1336.41,1341.65,1715.99,1723.38,141031.35,141693.63,1329.41,1335.01,1702.84,1710.67,140459.62,141141.88,1332.37,1337.83,1707.73,1715.35,140733.53,141409.13,
"08/03/18",1325.79,1331.08,1695.72,1702.73,140570.86,141197.97,1321.71,1327.48,1688.65,1696.24,140284.09,140896.56,1324.14,1329.49,1692.64,1700,140405.79,141051.84,
"09/03/18",1318.24,1323.88,1691.79,1699.68,140494.93,141108,1314.88,1320,1685.58,1693.44,140188.23,140824.11,1316.11,1321.44,1689.07,1696.49,140328.11,140968.73,
"10/03/18",,,,,,,,,,,,,,,,,,,
"11/03/18",,,,,,,,,,,,,,,,,,,
"12/03/18",1321.31,1326.4,1679.87,1686.62,141144.28,141759.88,1318.31,1323.41,1675.75,1682.94,140426.38,141075.51,1320.18,1325.37,1678,1685,140757.8,141373.23,
"13/03/18",1322.56,1327.7,1680.08,1687.04,140728.43,141325.55,1315.16,1320.28,1671.99,1678.94,140456.71,141087.15,1318.88,1324.03,1674.81,1681.98,140578.37,141199.08,
"14/03/18",1326.51,1331.68,1684.61,1692,141184.64,141771.73,1322.11,1327.47,1675.89,1683.87,140888.7,141550.11,1324.09,1329.35,1681.95,1689.17,141013.38,141657.56,
"15/03/18",1324.46,1329.6,1682.03,1689.62,140412.88,141034.12,1320.68,1325.81,1677.27,1684.37,140058.11,140655.18,1323.14,1328.33,1679.98,1687.24,140260.66,140883.68,
"16/03/18",1315.99,1321.11,1688.79,1695.91,139582.15,140220.13,1312.81,1318.36,1685.38,1692.41,138971.53,139550.97,1314.24,1319.41,1686.76,1693.91,139243.51,139858.79,
"17/03/18",,,,,,,,,,,,,,,,,,,
"18/03/18",,,,,,,,,,,,,,,,,,,
"19/03/18",1310.5,1316.08,1702.11,1709.21,138860.58,139465,1306.41,1311.56,1696.68,1703.54,138180.27,138790.34,1308.76,1314.02,1699.07,1706.22,138499.75,139107.15,
"20/03/18",1314.59,1320.03,1705.05,1712.86,139720.24,140374.85,1312.61,1317.73,1702.7,1709.78,139263.63,139931.32,1313.48,1318.84,1704.07,1711.75,139490.5,140149.23,
"21/03/18",1314.28,1319.44,1709.3,1716.46,139694.82,140309.25,1307.31,1313.11,1700.01,1707.07,139176.22,139846.22,1310.8,1316.15,1703.47,1710.78,139503.65,140121.54,
"22/03/18",1331.15,1336.33,1715.38,1722.44,140830.17,141468.03,1325.27,1330.4,1709.64,1717.34,140279.83,140931.75,1328.67,1333.89,1713.42,1720.76,140497.95,141129.95,
"23/03/18",1340.26,1345.41,1736.54,1743.66,140526.26,141120.05,1328.68,1333.83,1725.78,1732.92,139258.95,139852.08,1335.27,1340.47,1731.27,1738.54,139997.83,140617.46,
"24/03/18",,,,,,,,,,,,,,,,,,,
"25/03/18",,,,,,,,,,,,,,,,,,,
"26/03/18",1346.2,1351.28,1745.01,1752.76,141183.32,141811.66,1342.12,1347.27,1734.9,1742.01,140859.08,141482.76,1344.5,1349.77,1739.88,1747.16,141084.43,141696.61,
"27/03/18",1352.6,1357.8,1749.13,1756.46,142888.66,143499.54,1348.41,1353.81,1740.38,1748.43,142338.16,142989.41,1350.48,1355.99,1745.13,1752.96,142559.94,143230.86,
"28/03/18",1343.8,1349.38,1748.15,1755.46,141834.35,142554.6,1338.58,1343.71,1740.54,1748.31,141155.59,141817.6,1341.47,1346.94,1745.16,1752.81,141528.88,142178.04,
"29/03/18",1325.41,1331,1732.34,1740.15,141369.89,142019.54,1320.3,1326.1,1720.48,1729.17,140730.78,141447.76,1323.5,1328.95,1726.89,1734.74,141098.46,141759.46,
"30/03/18",1321.5,1328.5,1720.7,1730.27,140686.89,141551.68,1321.5,1328.5,1715.12,1725.32,140211.15,141073.42,1321.5,1328.5,1718.73,1728.59,140382.95,141213.52,
"31/03/18",,,,,,,,,,,,,,,,,,,
"01/04/18",,,,,,,,,,,,,,,,,,,
"02/04/18",1329.62,1334.76,1729.92,1737.52,141298.72,141909.56,1326.67,1331.81,1727.66,1734.58,141051.55,141624.68,1327.64,1332.94,1728.66,1736.02,141131.02,141754.42,
"03/04/18",1339.05,1344.15,1749.48,1756.6,141711.23,142376.33,1334.78,1339.8,1735.51,1742.49,141413.98,142018.96,1336.84,1341.95,1740.52,1747.77,141556.3,142175.86,
"04/04/18",1341.51,1347.28,1748.58,1756.33,142293.97,142946.41,1329.76,1335.56,1726.64,1734.35,141581.17,142225.13,1333.39,1338.75,1733.26,1740.78,141888.96,142525.45,
"05/04/18",1331.81,1336.94,1724.46,1731.68,142144.08,142785.19,1323.51,1328.6,1719.74,1727.47,141668.51,142332.92,1327.01,1332.37,1722.62,1730.16,141888.77,142530.42,
"06/04/18",1330.2,1335.27,1731.1,1739.92,142491.02,143087.53,1321.57,1326.68,1719.45,1726.55,141923.4,142525.23,1325.96,1331.27,1726.61,1734.11,142180.08,142824.69,
"07/04/18",,,,,,,,,,,,,,,,,,,
"08/04/18",,,,,,,,,,,,,,,,,,,
"09/04/18",1330.51,1336.28,1731.86,1739.01,142355.25,142948.65,1326.36,1331.48,1727,1734.35,142000.1,142619.52,1329.02,1334.42,1729.12,1736.62,142182.71,142821.04,
"10/04/18",1334.9,1340.7,1734.54,1742.53,142677.66,143297.46,1329.76,1334.89,1719.59,1726.67,142252.44,142877.98,1332.26,1337.65,1725.13,1732.61,142514.44,143159.89,
"11/04/18",1342.42,1347.5,1732.6,1740.06,143615.57,144290.3,1337.31,1342.84,1722.84,1729.75,143172.41,143897.59,1339.45,1344.77,1727.16,1734.55,143389.67,144029.2,
"12/04/18",1350.5,1355.64,1739.44,1747.18,144217.76,144839.45,1344.01,1349.78,1735.55,1743.23,143553.71,144210.5,1347.95,1353.31,1737.9,1745.55,144005.98,144668.62,
"13/04/18",1338.31,1344.11,1721.45,1728.89,143988.77,144666.56,1334.79,1339.86,1713.25,1720.2,143184,143844.23,1336.42,1341.91,1718.74,1726.23,143539.34,144189,
"14/04/18",,,,,,,,,,,,,,,,,,,
"15/04/18",,,,,,,,,,,,,,,,,,,
"16/04/18",1345.51,1351.31,1730.56,1738.47,144345.52,145032.96,1340.51,1346.28,1723.87,1732.44,143689.27,144361.6,1342.68,1348.35,1727.52,1735.22,144028.21,144689.02,
"17/04/18",1346.11,1351.24,1730.48,1737.55,144056.57,144676.45,1339.75,1344.87,1721.21,1728.85,143272.87,143887.64,1343.57,1348.87,1727.45,1734.81,143749.5,144393.06,
"18/04/18",1344.24,1349.38,1732.65,1739.64,144135.48,144760.26,1340.32,1345.46,1724.77,1731.61,143782.44,144426.93,1342.13,1347.36,1728.41,1735.6,143914.94,144536.72,
"19/04/18",1350.8,1356.6,1733.11,1740.61,144981.36,145712.41,1345.7,1351.32,1728.14,1735.17,144524.28,145200.14,1348.43,1354.01,1730.56,1738.31,144774.48,145440.74,
"20/04/18",1342.81,1348.58,1738.91,1745.82,144251.08,144918.41,1338.72,1343.84,1734.78,1742.74,143965.95,144570.31,1340.24,1345.67,1736.79,1744.53,144135,144793.6,
"21/04/18",,,,,,,,,,,,,,,,,,,
"22/04/18",,,,,,,,,,,,,,,,,,,
"23/04/18",1332.26,1337.43,1736.52,1744.32,143630.95,144251.96,1326.37,1331.46,1733.52,1740.39,143234.7,143837.62,1330.57,1335.95,1734.98,1742.46,143467.6,144113.63,
"24/04/18",1324.58,1329.9,1741.41,1749.28,144034.83,144719.72,1321.81,1327.58,1737.62,1745.44,143601.44,144294.67,1323.25,1328.77,1739.9,1747.66,143924.76,144591.21,
"25/04/18",1328.7,1334.5,1747.96,1756.66,144581.97,145246.98,1321.07,1326.19,1745.07,1752.51,144228.44,144878.62,1325.11,1330.61,1747.07,1754.85,144406.08,145076.98,
"26/04/18",1322.3,1328.1,1747,1754.01,144500.94,145187.89,1319.64,1324.81,1743.48,1750.74,144277.18,144952.81,1320.8,1326.24,1744.42,1752.11,144397.94,145057.68,
"27/04/18",1315.57,1320.98,1742.98,1750.57,143830.3,144440.89,1313.89,1319.01,1738.54,1746.5,143433.92,144100.41,1314.72,1319.97,1740.87,1748.5,143622.39,144275.3,
"28/04/18",,,,,,,,,,,,,,,,,,,
"29/04/18",,,,,,,,,,,,,,,,,,,
"30/04/18",1322.12,1327.28,1745.14,1752.55,144177.19,144819.52,1314.76,1319.89,1740.26,1747.65,143655.82,144287.85,1318.39,1323.89,1742.62,1750.35,143886.22,144550.07,
"01/05/18",1313.38,1318.56,1744.2,1751.54,143499.9,144118.61,1306.32,1311.42,1736.09,1743.16,143068.17,143757.86,1309.87,1315.25,1738.62,1746.37,143234.25,143894.77,
"02/05/18",1307.9,1313.7,1744.07,1751.6,143526.37,144226.35,1302.23,1307.38,1737.28,1745.17,143070.1,143733.36,1305.92,1311.4,1740.81,1748.75,143329.47,144001.27,
"03/05/18",1307.81,1312.96,1741.14,1749.31,143349.05,144018.58,1303.37,1308.54,1735.53,1743.62,143110.03,143730.03,1306,1311.37,1737.88,1745.74,143213.4,143876.97,
"04/05/18",1311.25,1316.34,1741.07,1748.33,142999.6,143597.9,1306.29,1311.42,1734.86,1742.86,142424.8,143036.58,1309.37,1314.55,1737.35,1744.97,142808.3,143450.7,
"05/05/18",,,,,,,,,,,,,,,,,,,
"06/05/18",,,,,,,,,,,,,,,,,,,
"07/05/18",1315.7,1321.06,1746.37,1753.93,143332.36,143969.12,1310.73,1315.84,1743.03,1750.72,143066.18,143716.04,1313.13,1318.47,1744.86,1752.44,143206.48,143855.54,
"08/05/18",1313.25,1318.36,1751.19,1758.93,143069.38,143722.31,1308.7,1313.84,1742.98,1750.93,142661.39,143322.39,1310.85,1316.09,1746.7,1754.26,142840,143485.11,
"09/05/18",1314.06,1319.22,1764.31,1771.72,143320.12,143990.3,1302.32,1307.36,1751.84,1759.18,142903.57,143574.28,1307.9,1313.17,1758.92,1766.81,143173.15,143842.98,
"10/05/18",1312.48,1318.2,1756.58,1763.99,144057.8,144668.09,1308.9,1314.03,1749.04,1757.05,143767.01,144360.72,1310.78,1316.01,1754.9,1762.43,143882.69,144517.46,
"11/05/18",1320.72,1325.81,1751.61,1758.86,144308.68,144884.52,1316.01,1321.78,1746.53,1753.77,143969.07,144580.67,1317.99,1323.3,1748.89,1756.52,144142.6,144786.79,
"12/05/18",,,,,,,,,,,,,,,,,,,
"13/05/18",,,,,,,,,,,,,,,,,,,
"14/05/18",1319.31,1325.08,1746.54,1753.7,144392.13,144996.81,1316.82,1321.98,1743.21,1750.5,143995.16,144621.74,1318,1323.3,1744.69,1752.17,144141.26,144774.3,
"15/05/18",1311.91,1317.07,1743.6,1750.87,143864.05,144535.26,1307.01,1312.78,1740.15,1748.12,143705.75,144397.45,1310.11,1315.41,1741.34,1749.11,143809.04,144471.64,
"16/05/18",1293,1298.14,1730.37,1738.57,142442.82,143097.97,1288.86,1294.05,1723.52,1731.5,142085.94,142778.16,1291.01,1296.25,1727.01,1734.77,142313.46,142973.98,
"17/05/18",1290.53,1295.69,1714.06,1722.92,142386.52,143004.35,1285.41,1291.18,1706.83,1715.04,142007.56,142735.16,1288.65,1293.99,1710.38,1718.2,142184.76,142859.21,
"18/05/18",1288.1,1293.2,1714.6,1722.14,142712.31,143389.4,1285.9,1291.2,1710.71,1718.62,142619.62,143245.73,1286.91,1292.09,1712.31,1719.97,142667.44,143323.73,
"19/05/18",,,,,,,,,,,,,,,,,,,
"20/05/18",,,,,,,,,,,,,,,,,,,
"21/05/18",1288.1,1293.9,1712.87,1720.38,142976.02,143599.28,1280.28,1285.4,1703.1,1710.35,142533.57,143167.85,1284.75,1290.07,1708.28,1715.88,142781.02,143442.01,
"22/05/18",1291.28,1296.42,1701.2,1708.44,143267.52,143967.44,1285.4,1291.2,1693.54,1702.31,142726.08,143412.4,1288.76,1294.01,1698.54,1706.18,142969.47,143641.49,
"23/05/18",1291.04,1296.18,1714.6,1721.83,143020.97,143667.22,1287.39,1292.5,1700.71,1709,141685.63,142384.24,1289.83,1295.08,1707.75,1715.33,142449.64,143102.93,
"24/05/18",1294.14,1299.94,1710.91,1719.5,141999.86,142703.22,1291.39,1296.51,1706.38,1714.28,141365.16,141994.3,1292.57,1297.92,1708.69,1716.46,141647.05,142307.8,
"25/05/18",1302.59,1307.74,1719.97,1727.18,142672.68,143296.67,1299.5,1304.8,1716.64,1723.82,142158.75,142867.65,1300.64,1305.96,1717.85,1725.48,142360.21,143014.01,
"26/05/18",,,,,,,,,,,,,,,,,,,
"27/05/18",,,,,,,,,,,,,,,,,,,
"28/05/18",1297.18,1302.4,1716.75,1723.89,142038.69,142699.46,1294.47,1299.55,1708.43,1715.48,141622.12,142224.38,1295.62,1300.76,1711.79,1718.99,141793.51,142417.06,
"29/05/18",1301.61,1306.77,1730.17,1737.73,141717.1,142361.74,1294.27,1299.41,1715.61,1722.93,140730.33,141435.7,1296.01,1301.33,1719.62,1727.36,141300.16,141964.32,
"30/05/18",1299.6,1304.76,1735.81,1743.87,140962.8,141607.9,1294.76,1300.56,1720.38,1727.89,140688.62,141344.99,1296.99,1302.36,1728.72,1736.49,140836.76,141496.54,
"31/05/18",1303.04,1308.18,1720.3,1727.33,141861.62,142481.53,1298.81,1304.58,1714.79,1723.36,140985.83,141664.34,1300.61,1306.1,1718.04,1725.82,141392.41,142052.36,
"01/06/18",1297.47,1303,1719,1726.49,141563.88,142273.33,1295.61,1300.75,1713.06,1720.38,141020.31,141703.26,1296.44,1302,1715.57,1723.5,141345,142014.33,
"02/06/18",,,,,,,,,,,,,,,,,,,
"03/06/18",,,,,,,,,,,,,,,,,,,
"04/06/18",1291.18,1296.31,1706.85,1713.9,141500.1,142214.05,1288.1,1293.9,1688.71,1695.82,141175.76,141903.11,1290.03,1295.35,1696.25,1703.69,141369.77,142011.65,
"05/06/18",1290.45,1296.26,1690.24,1697.56,141735.83,142390.37,1288.82,1293.98,1684.15,1691.99,141547.04,142175.8,1289.43,1294.82,1687.71,1695.29,141640.19,142301.58,
"06/06/18",1295.77,1301.48,1698.31,1706.13,142573.57,143226.89,1293.79,1299.52,1689.68,1697.66,142119.16,142781.02,1294.86,1300.23,1692.8,1700.33,142285.5,142941.49,
"07/06/18",1295.7,1301.51,1692.84,1700.43,142597.43,143265.07,1293.51,1299.28,1686.23,1694.42,142236.48,142875.31,1294.63,1300.11,1690.69,1698.5,142375.65,143049.4,
"08/06/18",1296.04,1301.18,1711.65,1718.87,142106.05,142778.08,1292.44,1297.58,1697.36,1704.55,141496.33,142097.99,1294.18,1299.75,1701.02,1709.02,141850,142539.81,
"09/06/18",,,,,,,,,,,,,,,,,,,
"10/06/18",,,,,,,,,,,,,,,,,,,
"11/06/18",1298.14,1303.32,1705.39,1712.64,142302.65,143071.45,1293.26,1298.39,1699.2,1706.67,141830.86,142445.14,1295.85,1301.16,1703.03,1710.59,142162.39,142814.98,
"12/06/18",1296.86,1302,1707.5,1714.48,142992.35,143614.82,1293.77,1300.19,1697.42,1707.06,142724.43,143365.57,1295.39,1300.71,1701.7,1709.3,142853.52,143513.32,
"13/06/18",1293.28,1298.43,1709.07,1716.53,142982.92,143621.19,1290.95,1296.77,1704.46,1711.68,142749.09,143353.32,1292.45,1297.77,1707.29,1714.91,142866.05,143521.45,
"14/06/18",1300.32,1306.1,1721.59,1728.6,143087.21,143676.73,1295.51,1301.02,1711.31,1719.26,142724.95,143331.87,1297.47,1302.91,1715.41,1723.03,142890.49,143542.27,
"15/06/18",1300.16,1305.93,1741.4,1749.37,143888.52,144560.85,1296.93,1302,1736.88,1744.84,143258.89,143936.1,1298.56,1303.96,1739.26,1747.14,143662.76,144331.34,
"16/06/18",,,,,,,,,,,,,,,,,,,
"17/06/18",,,,,,,,,,,,,,,,,,,
"18/06/18",1279.8,1284.95,1720.62,1727.86,141391.55,142061.32,1276.77,1281.89,1714.11,1721.82,140988.53,141607.27,1277.93,1283.23,1716.88,1724.57,141176.7,141827.54,
"19/06/18",1281.32,1286.84,1735.24,1742.64,141099.78,141719.12,1276.69,1281.83,1719.91,1727.07,140018.01,140708.56,1279.22,1284.59,1729.32,1737.25,140548.95,141218.47,
"20/06/18",1272.22,1277.9,1722.94,1730.83,140159.57,140767.66,1269.66,1275.43,1717.61,1724.77,139789.57,140475.86,1271.3,1276.93,1719.7,1727.86,139972.15,140660.21,
"21/06/18",1266.95,1272.75,1720,1728.11,139860.81,140540.46,1260.33,1265.43,1712.74,1720.39,139197.47,139872.4,1263.54,1269.09,1715.54,1723.47,139639.49,140305.29,
"22/06/18",1267.51,1273.28,1714.48,1721.94,139512.09,140152.05,1264.6,1270.1,1705.75,1713.33,138989.38,139629.18,1265.77,1271.14,1711.1,1719.16,139194.83,139868.37,
"23/06/18",,,,,,,,,,,,,,,,,,,
"24/06/18",,,,,,,,,,,,,,,,,,,
"25/06/18",1268.9,1274.7,1708.73,1717,139429.12,140085.46,1262.36,1268.13,1701.29,1709.15,138127.43,138809.51,1265.93,1271.23,1704.66,1712.14,138643.36,139283.34,
"26/06/18",1264.14,1269.29,1704.38,1713.15,138520.27,139241.74,1255.92,1262.42,1695.36,1704.82,137661.39,138449.6,1261.25,1267,1701.57,1710.06,138135.96,138847.41,
"27/06/18",1256.2,1262,1701.26,1709.51,138183.42,138922.78,1251.2,1257,1696.69,1704.79,137456.83,138194.58,1254.14,1259.61,1698.95,1707.25,137789.09,138480.24,
"28/06/18",1251.04,1256.18,1703.25,1710.72,137829.76,138495.87,1247.26,1252.39,1697.36,1706.09,137547.83,138176.19,1249.38,1254.74,1699.98,1707.87,137684.07,138344.9,
"29/06/18",1249,1254.14,1696.15,1704.51,138264.3,138896.01,1244.81,1249.96,1687.89,1695.94,137476.82,138108.08,1246.94,1252.29,1691.14,1699.08,137880.68,138549.88,
"30/06/18",,,,,,,,,,,,,,,,,,,
"01/07/18",,,,,,,,,,,,,,,,,,,
"02/07/18",1250.86,1256.01,1691.27,1700.54,138565.74,139251.15,1245.35,1250.48,1688.24,1695.67,137860.25,138490.66,1247.8,1253.44,1689.46,1697.67,138225.51,138920.04,
"03/07/18",1242.73,1247.86,1689.52,1696.81,137880.89,138562.37,1236.06,1241.2,1680.23,1687.84,136980.17,137599.43,1238.72,1244,1684.71,1692.54,137344.28,138006.05,
"04/07/18",1258.18,1263.32,1699.39,1706.76,138852.74,139470.53,1251.1,1256.28,1693.65,1701.35,138196.51,138869.19,1254.78,1260.26,1695.71,1703.67,138521.36,139191.78,
"05/07/18",1254.48,1260.15,1699.84,1707.77,138607.5,139260.36,1250.55,1256.24,1693.65,1701.07,138224.41,138843.02,1253,1258.38,1697.64,1705.46,138421.84,139085.15,
"06/07/18",1255.13,1260.28,1698.88,1706.08,138867.58,139475.19,1250.79,1256.73,1689.95,1697.34,138412.42,139141.44,1252.87,1258.39,1694,1702.07,138608.86,139293.61,
"07/07/18",,,,,,,,,,,,,,,,,,,
"08/07/18",,,,,,,,,,,,,,,,,,,
"09/07/18",1259.14,1264.21,1686.19,1694.35,139084.6,139682.56,1253.1,1258.9,1683.02,1690.7,138329.71,139032.92,1256.15,1261.62,1684.51,1692.3,138714.38,139375.87,
"10/07/18",1257.01,1262.81,1683.09,1690.22,139627.07,140237.23,1249.99,1255.11,1679.19,1686.52,138923.89,139543.13,1255.26,1260.62,1681.03,1688.63,139370.87,140019.78,
"11/07/18",1253.47,1258.61,1689.54,1697.61,138897.01,139579.85,1247.55,1253.48,1681.3,1689.18,138472.41,139178.04,1249.58,1255.14,1684.75,1692.94,138669.24,139355.98,
"12/07/18",1243.07,1248.23,1683.75,1692.06,139584.33,140338.5,1238.7,1244.5,1680.31,1687.73,138796.73,139433.86,1240.94,1246.49,1682.11,1690.31,139206.18,139899.54,
"13/07/18",1244.3,1250.45,1679.46,1687.53,140145.51,140906.86,1238.31,1243.44,1675.09,1682.25,139569.92,140185.43,1242.5,1248.06,1677.2,1685.2,139948.44,140633.38,
"14/07/18",,,,,,,,,,,,,,,,,,,
"15/07/18",,,,,,,,,,,,,,,,,,,
"16/07/18",1242.41,1247.55,1671.81,1680.64,139634.46,140334.94,1238.46,1243.58,1668.2,1676.66,139190.52,139815.7,1240.54,1246.02,1670.27,1678.16,139471.77,140145.98,
"17/07/18",1241.91,1247.68,1672,1679.92,139503.75,140189.32,1236.9,1242.04,1664.92,1673.44,139019.51,139658.84,1238.88,1244.31,1668.86,1676.8,139189.67,139869.54,
"18/07/18",1225.76,1231.28,1662.27,1669.47,138400.56,139085.39,1219.98,1225.07,1658.61,1666.45,137882.14,138494.16,1223.8,1229.04,1659.77,1667.3,138249.77,138901.35,
"19/07/18",1224.74,1230.4,1654.88,1663.15,138111.52,138826.03,1215.9,1221.14,1643.63,1651.87,137292.05,137939.97,1221.46,1227.03,1648.81,1656.96,137743.32,138442.65,
"20/07/18",1221.18,1226.25,1659.25,1667.32,137264.66,137877.98,1214.21,1219.98,1653.3,1661.3,136343.64,137125.75,1218.49,1223.71,1655.97,1663.71,136904.7,137566.41,
"21/07/18",,,,,,,,,,,,,,,,,,,
"22/07/18",,,,,,,,,,,,,,,,,,,
"23/07/18",1231.1,1236.9,1658.05,1666.31,136633.52,137251.42,1225.71,1231.48,1653.56,1661.82,136139.61,136817.43,1228.87,1234.46,1655.58,1663.76,136331.78,137020.94,
"24/07/18",1221.9,1227.7,1654.79,1663.78,136098.49,136814.89,1216.46,1222.23,1649.66,1658.61,135367.67,136119.76,1219.94,1225.43,1653.01,1661.28,135725.57,136420.73,
"25/07/18",1226.01,1231.14,1653.81,1661.17,136320.05,136915.08,1221.53,1226.68,1645.61,1653.62,135897.53,136554.02,1223.08,1228.42,1650.13,1657.87,136032.37,136687.97,
"26/07/18",1230.72,1235.86,1651.91,1659.61,136404.36,137009.03,1225.01,1230.45,1646.52,1654.94,135547.36,136247.73,1228.47,1233.71,1650.31,1657.97,136046.65,136694.24,
"27/07/18",1221.86,1227.28,1654.63,1662.76,135734.19,136424.44,1216.71,1221.79,1650,1657.34,135261.65,135887.48,1220.79,1226.07,1653.18,1660.83,135570.4,136215.12,
"28/07/18",,,,,,,,,,,,,,,,,,,
"29/07/18",,,,,,,,,,,,,,,,,,,
"30/07/18",1220.13,1225.6,1648.82,1657.11,135407.76,136102.88,1216.8,1222.6,1646.55,1654.38,135113.47,135867.54,1218.61,1224,1647.61,1655.51,135313.85,135978.79,
