Market,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Lease Rates
Metal/Currency,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,Gold,6 Month
Priced In,USD,USD,AUD,AUD,JPY,JPY,USD,USD,AUD,AUD,JPY,JPY,USD,USD,AUD,AUD,JPY,JPY,Gold
Price Type,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,% pa
Summary,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Average,Average,Average,Average,Average,Average,
"13/03/19",1304.12,1309.47,1846.32,1854.86,145148.56,145861.86,1298.31,1303.81,1834.55,1842.58,144527.87,145179.24,1301.62,1307.04,1843.5,1851.88,144808.27,145493.86,
"14/03/19",1307.14,1312.64,1844.89,1852.7,145340.9,146070.58,1299.12,1304.44,1838.29,1846.08,144993.86,145655.51,1302.62,1308.01,1841.87,1850.2,145142.62,145844.76,
"15/03/19",1300.79,1306.13,1834.1,1841.95,145207.19,145868.6,1292.27,1297.59,1825.5,1834.31,144475.79,145161.15,1295.77,1301.31,1829.78,1838.25,144726.47,145414.57,
"16/03/19",,,,,,,,,,,,,,,,,,,
"17/03/19",,,,,,,,,,,,,,,,,,,
"18/03/19",1301.31,1306.63,1832.38,1840.65,145135.1,145767.64,1296.01,1301.78,1822.03,1830.4,144582.88,145234.39,1298.15,1303.55,1827.49,1835.42,144774.08,145451.05,
"19/03/19",1304.96,1310.28,1836.68,1844.69,145176.8,145829.56,1300.71,1306.31,1831.99,1840.91,144774.74,145487.45,1303.02,1308.45,1834.72,1843.19,144963.17,145663.41,
"20/03/19",1304.03,1309.53,1843.34,1851.66,145390.63,146061.28,1299.7,1305.01,1834.18,1842.19,145007.53,145665.22,1302.27,1307.71,1839.73,1847.86,145244.9,145936.7,
"21/03/19",1316.43,1321.74,1842.05,1850.65,145503.77,146128.67,1311.36,1316.86,1833.31,1841.2,145154.44,145829.08,1314.95,1320.31,1839.6,1847.71,145327.83,145994.53,
"22/03/19",1309.56,1315.33,1844.55,1852.52,144981.39,145738.56,1305.62,1310.88,1836.9,1844.75,144610.47,145232.4,1307.14,1312.59,1839.32,1847.47,144738.37,145395.67,
"23/03/19",,,,,,,,,,,,,,,,,,,
"24/03/19",,,,,,,,,,,,,,,,,,,
"25/03/19",1314.45,1320.18,1856.48,1864.46,144729.69,145431.03,1308.81,1314.58,1848.34,1856.75,143849.19,144548.38,1312.46,1317.96,1853.79,1862.17,144251.42,144924.26,
"26/03/19",1319.39,1324.89,1855.16,1863.42,145194.44,145898.22,1313.2,1318.54,1841.54,1849.54,144648.98,145303.11,1316.93,1322.35,1849.46,1857.66,144959,145622.93,
"27/03/19",1315.42,1320.7,1850.1,1858.44,145340.76,146022,1311.36,1317.13,1840.19,1848.29,145088.87,145766.78,1313.74,1319.24,1847.05,1855.39,145199.64,145881.26,
"28/03/19",1308.91,1314.17,1846.53,1854.94,144384.29,145044.38,1305.12,1310.7,1840.52,1849.27,143706.76,144399.82,1307.11,1312.57,1843.26,1851.58,144051.39,144725.81,
"29/03/19",1289.31,1294.71,1819.85,1827.82,142958.69,143596.29,1284.66,1289.93,1809.13,1817.83,142019.16,142717.86,1287.45,1292.76,1816.2,1824.32,142524.18,143183.69,
"30/03/19",,,,,,,,,,,,,,,,,,,
"31/03/19",,,,,,,,,,,,,,,,,,,
"01/04/19",1290.75,1296.03,1813.36,1821.29,143376.77,144002.25,1286.48,1291.82,1803.81,1812.83,142825.01,143508.28,1289.11,1294.56,1809.68,1817.95,143139.65,143813.86,
"02/04/19",1286.11,1291.65,1815.93,1824.41,143176.67,143872.43,1283.48,1288.75,1806.45,1815.15,142876.99,143528.09,1284.68,1290.14,1811.09,1819.48,143040.28,143727.46,
"03/04/19",1290.5,1295.78,1826.86,1834.8,143795.82,144492.08,1288.63,1293.91,1810.69,1818.61,143481.93,144137.01,1289.71,1295.02,1816.81,1825.01,143689.13,144360.68,
"04/04/19",1290.18,1295.6,1813.68,1822.37,143714.93,144381.66,1287.54,1293.81,1807.9,1815.89,143444.83,144207.82,1289.2,1294.66,1811.19,1819.5,143604.27,144286.01,
"05/04/19",1290.14,1295.64,1814.29,1822.53,144018.33,144697.08,1284.77,1290.69,1803.86,1811.86,143483.11,144208.79,1287.34,1292.85,1807.49,1815.8,143743,144429.64,
"06/04/19",,,,,,,,,,,,,,,,,,,
"07/04/19",,,,,,,,,,,,,,,,,,,
"08/04/19",1294.72,1299.99,1824.01,1832.49,144270.65,144922.86,1289.2,1294.47,1815.26,1823.97,143932.29,144586.8,1293.13,1298.65,1821.75,1830.11,144103.59,144787.42,
"09/04/19",1298.75,1304.05,1819.68,1828.06,144550.88,145219.01,1295.21,1300.52,1812.5,1820.44,144182.78,144838.91,1296.59,1301.9,1817.39,1825.3,144367.99,145022.27,
"10/04/19",1302.5,1307.78,1827.38,1835.2,144720.78,145385.9,1299.64,1304.91,1818.92,1827.33,144401.45,145041.6,1300.82,1306.21,1823.56,1831.81,144541.4,145214.82,
"11/04/19",1305.47,1310.88,1821.96,1830.12,144959.12,145602.11,1302,1307.3,1818.69,1827.37,144600.12,145306.4,1304.26,1309.57,1821.06,1828.99,144828.79,145479,
"12/04/19",1291.07,1296.98,1812.03,1819.94,144430.52,145196.91,1289.4,1294.75,1802.85,1812.18,143884.15,144562.64,1290.26,1295.72,1809.3,1817.56,144168.77,144848.78,
"13/04/19",,,,,,,,,,,,,,,,,,,
"14/04/19",,,,,,,,,,,,,,,,,,,
"15/04/19",1287.46,1292.75,1795.87,1803.5,144189.9,144821.26,1283.41,1289.18,1790.22,1798.52,143677.75,144362.38,1285.63,1291.11,1792.56,1800.71,143898.85,144577.45,
"16/04/19",1285.83,1291.11,1795.78,1803.68,143922.95,144578.5,1281.63,1286.94,1791.15,1798.98,143410.11,144072.93,1283.39,1288.75,1793.43,1801.36,143638.44,144295.14,
"17/04/19",1276.4,1281.71,1778.05,1786.4,142931.27,143564.34,1273.6,1278.87,1769.33,1776.92,142573.16,143238.57,1274.76,1280.12,1773.89,1781.88,142703.47,143366.14,
"18/04/19",1273.34,1278.61,1777.17,1785.27,142419.2,143119.22,1269.08,1274.35,1765.55,1773.38,141968.19,142638,1270.76,1276.19,1770.32,1778.46,142184.19,142856.35,
"19/04/19",1272.51,1278.28,1780.48,1789.06,142457.49,143205.71,1272.51,1278.28,1778.24,1786.55,142355.69,143065.1,1272.51,1278.28,1779.35,1787.96,142396.18,143112.74,
"20/04/19",,,,,,,,,,,,,,,,,,,
"21/04/19",,,,,,,,,,,,,,,,,,,
"22/04/19",1276,1281,1784.37,1791.61,142746.12,143420.76,1276,1281,1784.37,1791.61,142746.12,143420.76,1276,1281,1784.37,1791.61,142746.12,143420.76,
"23/04/19",1273.05,1278.32,1787.14,1795.79,142310.95,143018.82,1270,1275.3,1782.71,1791.6,142039.04,142693.32,1271.77,1277.1,1785.03,1793.25,142193.46,142864.85,
"24/04/19",1271.02,1276.29,1803.89,1811.63,142023.77,142650.93,1266.58,1272.42,1787.1,1795.39,141453.89,142218,1268.07,1273.6,1797.75,1806.25,141705.42,142397.38,
"25/04/19",1275.34,1280.61,1817.76,1826.05,142643.55,143377.19,1271.96,1277.22,1812.55,1820.58,142469.6,143136.48,1273.32,1278.61,1814.43,1822.57,142578.17,143247.74,
"26/04/19",1279.62,1284.91,1819.31,1828.15,142869.57,143551.25,1275.31,1280.81,1816.16,1825.3,142248.08,142967.99,1277.37,1282.92,1818.31,1826.74,142603.95,143291.91,
"27/04/19",,,,,,,,,,,,,,,,,,,
"28/04/19",,,,,,,,,,,,,,,,,,,
"29/04/19",1284.01,1289.29,1821.49,1830.2,143282.68,143936.34,1278.68,1283.99,1813.47,1821.26,142905.28,143537.24,1282,1287.38,1817.64,1825.89,143111.69,143782.46,
"30/04/19",1281.3,1286.62,1818.54,1827.15,142769.43,143546.09,1277.66,1283.14,1810.23,1819.31,142625.19,143256.84,1279.58,1285.24,1815.42,1824.27,142694.85,143412.32,
"01/05/19",1280.63,1285.96,1817.02,1825.73,142649.38,143314.75,1275.89,1281.18,1809.54,1818.05,142285.88,142954.06,1278.24,1283.8,1812.32,1820.76,142449.54,143133.45,
"02/05/19",1275.09,1280.59,1816.63,1824.72,142125.07,142750.01,1268.25,1273.54,1805.08,1813.13,141422.56,142076.12,1271.61,1276.97,1810.57,1818.74,141790.65,142452.48,
"03/05/19",1269.7,1274.95,1815.31,1823.34,141520.76,142169.67,1267.87,1273.14,1810.98,1819.31,141261.71,141922.82,1268.66,1273.98,1813.35,1821.47,141395.43,142050.55,
"04/05/19",,,,,,,,,,,,,,,,,,,
"05/05/19",,,,,,,,,,,,,,,,,,,
"06/05/19",1281.95,1287.75,1838.16,1847.77,141834.95,142495.9,1279.1,1284.9,1829.38,1838.2,141209.13,141961.21,1280.08,1285.74,1833.25,1841.93,141597.07,142283.92,
"07/05/19",1280.54,1286.2,1831.02,1839.58,141852.43,142530.48,1277.58,1283.08,1818.48,1826.9,141364.23,142049.79,1279.57,1285.15,1825.68,1834.26,141605.17,142302.22,
"08/05/19",1284.81,1290.23,1832.81,1840.82,141457.58,142183.35,1281.85,1287.35,1827.15,1834.95,141111.64,141763.91,1283.72,1289.02,1829.17,1837.39,141295.25,141949.08,
"09/05/19",1282.47,1287.69,1838.96,1846.99,140679.69,141387.09,1277.5,1283.94,1827.39,1836.44,140435.33,141072.01,1279.69,1285.09,1833.37,1842.04,140573.95,141258.83,
"10/05/19",1284.01,1289.23,1836.66,1845.45,141020.03,141725.03,1280.81,1286.17,1826.97,1835.74,140569.52,141234.33,1282.19,1287.53,1832.15,1840.67,140764.24,141439.53,
"11/05/19",,,,,,,,,,,,,,,,,,,
"12/05/19",,,,,,,,,,,,,,,,,,,
"13/05/19",1284.9,1290.14,1840.04,1847.81,140927.83,141541.26,1279.65,1284.88,1835.39,1843.44,140428.79,141041.28,1281.97,1287.36,1837.03,1845.13,140637.09,141276.58,
"14/05/19",1298.96,1304.73,1869.55,1879.2,142104.98,142796.49,1295.76,1301,1863.33,1871.4,141706.66,142424.54,1296.99,1302.32,1865.35,1873.85,141968.86,142633.3,
"15/05/19",1296.32,1301.55,1870.86,1878.95,141879.8,142633.81,1291.08,1296.3,1863.3,1871.1,141592.74,142204.11,1293.75,1299.03,1866.84,1874.97,141764.53,142412.22,
"16/05/19",1295.31,1301.05,1872.69,1881.76,141736.4,142466.54,1292.78,1298.05,1865.77,1874.65,141457.48,142117.84,1293.74,1299.18,1869.88,1878.43,141597.23,142263.74,
"17/05/19",1285.76,1290.98,1867.34,1876.31,141059.98,141711.43,1283.09,1288.31,1859.61,1868.53,140727.02,141402.2,1283.87,1289.18,1863.53,1871.93,140895.51,141547.3,
"18/05/19",,,,,,,,,,,,,,,,,,,
"19/05/19",,,,,,,,,,,,,,,,,,,
"20/05/19",1275.66,1281.43,1846.92,1855.22,140564.98,141264.84,1272.52,1277.74,1837.32,1845.35,139951.75,140653.62,1273.95,1279.24,1841.23,1849.65,140321.48,140980.9,
"21/05/19",1275.05,1280.55,1850.89,1859.36,140330.14,141004.21,1271.45,1277.87,1840.56,1848.37,140101.08,140719.04,1273.25,1278.76,1846.25,1854.75,140229.23,140905.47,
"22/05/19",1272.3,1277.53,1849.64,1857.78,140614.6,141307.59,1270.57,1275.79,1846.54,1854.41,140231.14,140868.81,1271.3,1276.58,1847.45,1855.66,140429.92,141072.05,
"23/05/19",1273,1278.8,1852.18,1860.88,140303.81,141020.85,1269.75,1275.69,1846.72,1855.37,140066.12,140752.69,1271.31,1276.92,1849.16,1857.8,140149.68,140835.92,
"24/05/19",1281.49,1286.89,1861.19,1869.03,140507.76,141184.59,1279.31,1285.08,1854.61,1863.24,140110.03,140806.22,1280.72,1286.16,1857.96,1866.41,140325.28,141009.03,
"25/05/19",,,,,,,,,,,,,,,,,,,
"26/05/19",,,,,,,,,,,,,,,,,,,
"27/05/19",1284.71,1289.95,1853.39,1862,140596.41,141326.23,1282.08,1287.32,1849.56,1857.65,140233.91,140858.55,1283.52,1288.89,1851.5,1859.92,140484.79,141158.91,
"28/05/19",1283.05,1288.48,1853.85,1862.51,140506.81,141140.1,1279.65,1285.26,1847.75,1855.87,139951.81,140728.07,1280.99,1286.6,1849.91,1858.59,140219.69,140895.64,
"29/05/19",1281.71,1288.12,1853.12,1863.06,139962.73,140701.35,1276.77,1282.27,1842.87,1850.66,139614.8,140235.11,1279.2,1284.62,1847.29,1855.66,139753.92,140407.85,
"30/05/19",1277.51,1282.77,1846.03,1854.52,139963.25,140630.08,1273.15,1279.61,1836.63,1846.54,139684.39,140295.55,1275.62,1280.98,1841.57,1849.99,139811.54,140468.8,
"31/05/19",1292.59,1297.79,1868.19,1876.27,140951.52,141562.15,1285.5,1291,1859.54,1867.77,140494.82,141104.41,1289.62,1294.86,1864.91,1873.14,140694.32,141332.83,
"01/06/19",,,,,,,,,,,,,,,,,,,
"02/06/19",,,,,,,,,,,,,,,,,,,
"03/06/19",1312.28,1318.27,1889.26,1898.43,142028.06,142742.28,1306.09,1311.44,1880.62,1888.59,141397.3,142015.84,1309.19,1314.79,1883.6,1892.36,141636.62,142330.35,
"04/06/19",1325.91,1331.11,1900.73,1908.76,143251.32,143866.37,1319.95,1325.15,1892.13,1900.13,142490.27,143155.95,1322.48,1327.86,1896.12,1904.45,142775.01,143433.31,
"05/06/19",1331.34,1337.08,1902.46,1910.48,144021.12,144845.88,1322.78,1328.17,1890.27,1898.01,142936.92,143541.82,1326.35,1331.69,1895.12,1903.45,143366.14,144044.52,
"06/06/19",1334.02,1339.23,1911.2,1918.94,144300.94,144904.69,1326.37,1331.6,1903.24,1911.37,143499.97,144201.13,1328.93,1334.26,1905.91,1914.35,143795.44,144451.89,
"07/06/19",1333.31,1338.54,1912.1,1920.15,144610.8,145244.98,1328.81,1334.02,1905.1,1913.95,144122.73,144753.64,1330.98,1336.24,1908.12,1916.33,144320.27,144961.24,
"08/06/19",,,,,,,,,,,,,,,,,,,
"09/06/19",,,,,,,,,,,,,,,,,,,
"10/06/19",1332.68,1338.18,1904.92,1914.07,144502.49,145139,1323.01,1328.78,1899.24,1908.07,143731.81,144425.1,1326.69,1332.09,1901.59,1909.95,143988.68,144642.86,
"11/06/19",1326.67,1332.08,1906.86,1915.28,144023.3,144748.44,1318.65,1325.09,1895.97,1905.59,143284.51,143997.53,1324.79,1330.25,1903.82,1912.49,143791.31,144466.91,
"12/06/19",1335.12,1340.36,1920.48,1928.58,144487.75,145173.54,1323.69,1328.93,1902.04,1910.48,143607.13,144242.06,1329.44,1334.79,1911.79,1920.17,144114.61,144765.39,
"13/06/19",1334.6,1340.4,1931.45,1940.08,144584.34,145219.53,1330.12,1335.35,1919.06,1927.27,144218.33,144896.82,1332.37,1337.74,1925.8,1934.19,144384.82,145034.04,
"14/06/19",1352.56,1358.33,1959.46,1969.16,146306.42,147052.81,1340.95,1346.33,1938.79,1947.01,145211.48,145861.39,1346.02,1351.46,1950.05,1958.81,145722.05,146395.28,
"15/06/19",,,,,,,,,,,,,,,,,,,
"16/06/19",,,,,,,,,,,,,,,,,,,
"17/06/19",1339.59,1344.81,1946.51,1954.67,145421.54,146153.95,1331.73,1336.97,1937.63,1945.53,144585.93,145194.94,1336.34,1341.72,1942.73,1951.06,145092,145747.28,
"18/06/19",1343.77,1349.01,1964,1972.24,145449.66,146089.02,1336.63,1342.13,1949.86,1958.17,144932.09,145540.92,1339.53,1344.91,1957.1,1965.47,145142.86,145787.96,
"19/06/19",1343.84,1349.11,1954.05,1962.06,145750.77,146389.09,1339.1,1344.9,1948.94,1957.93,145171.83,145840.96,1341.89,1347.57,1951.41,1960.1,145471.94,146139.1,
"20/06/19",1381.06,1386.83,2001.25,2009.9,148629.68,149292.25,1355.43,1360.67,1968.39,1976.28,146481.32,147088.43,1374.26,1379.82,1992.11,2000.83,147957.76,148628.38,
"21/06/19",1408.28,1413.78,2029.81,2038.32,150840.87,151486.53,1381.43,1386.78,1996.86,2005.18,148407.02,149051.11,1395.44,1401.06,2013.85,2022.68,149596.47,150295.57,
"22/06/19",,,,,,,,,,,,,,,,,,,
"23/06/19",,,,,,,,,,,,,,,,,,,
"24/06/19",1404.2,1409.52,2021.89,2029.84,150725.84,151334.93,1399.84,1405.15,2011.84,2020.93,150328.82,150956.34,1402.1,1407.45,2016.59,2024.87,150545.7,151185.09,
"25/06/19",1433.7,1439.07,2060.21,2069.41,153262.53,153966.1,1420.1,1425.9,2038.62,2047.24,152080,152740.36,1426,1431.55,2047.91,2056.49,152712.47,153372.95,
"26/06/19",1415.78,1421.11,2033.87,2041.82,151700.83,152314.57,1402.59,1407.93,2011.24,2020.05,150624.14,151324.32,1407.52,1412.87,2019.7,2027.98,151164.72,151804.62,
"27/06/19",1408.28,1413.78,2015.86,2024.02,151826.46,152478.48,1399.4,1405.37,1999.79,2009.86,151028.64,151856.66,1403.88,1409.5,2007.15,2015.7,151524.7,152189.05,
"28/06/19",1419.94,1425.32,2028.2,2037.34,152844.03,153506.96,1405.93,1411.43,2006.75,2014.89,151503.02,152138.04,1414.46,1419.92,2018.12,2026.56,152267.63,152925.81,
"29/06/19",,,,,,,,,,,,,,,,,,,
"30/06/19",,,,,,,,,,,,,,,,,,,
"01/07/19",1392.35,1398.85,1986.52,1996.36,150680.12,151439.5,1380.1,1385.9,1972.98,1982.12,149644.24,150370.15,1387.71,1393.21,1981.28,1989.84,150219.38,150885.87,
"02/07/19",1390.78,1396.09,1991.1,2000.13,150468.49,151213.69,1382.73,1388.08,1984.97,1993.22,149818.8,150467.87,1386.89,1392.44,1987.62,1996.3,150245.57,150938,
"03/07/19",1432.93,1438.38,2049.68,2057.77,154154.61,154913.53,1419.89,1425.39,2027.28,2036.32,152709.17,153386.22,1424.58,1430.3,2036.3,2045.13,153343.87,154049.94,
"04/07/19",1418.27,1423.65,2013.96,2022.77,152733.5,153449.59,1408.46,1414.23,2004.07,2012.85,151803.82,152496.42,1414.13,1419.61,2010.32,2018.83,152368.68,153051.5,
"05/07/19",1419.95,1425.45,2020.71,2028.82,153042.21,153677.76,1410.86,1416.2,2010.34,2018.24,152269.72,153042.08,1414.47,1420.08,2014.03,2022.44,152578.88,153238.54,
"06/07/19",,,,,,,,,,,,,,,,,,,
"07/07/19",,,,,,,,,,,,,,,,,,,
"08/07/19",1404.1,1409.5,2007.51,2016.56,152049.99,152761.61,1393.21,1398.56,1995.72,2003.67,151135.42,151757.75,1398.54,1403.96,2001.64,2010.19,151551.59,152218.33,
"09/07/19",1393.62,1398.91,2002.04,2010.72,151514.37,152131.46,1384.64,1391.14,1994.68,2002.73,150787.3,151550.79,1390.76,1396.31,1998.43,2007.22,151277.83,151961.41,
"10/07/19",1393.13,1398.85,2011.36,2019.64,151711.4,152361.85,1388.33,1393.72,2006.71,2015.5,151216.9,151873.67,1390.74,1396.2,2008.84,2017.5,151434.95,152110.12,
"11/07/19",1423.5,1428.9,2044.08,2053.31,153907.69,154578.4,1417.65,1423.15,2033.7,2041.93,153178.12,153824.8,1420.24,1425.67,2037.25,2045.75,153457.21,154118.86,
"12/07/19",1407.51,1412.9,2013.6,2021.62,152475.56,153200.75,1401.3,1406.5,2003.3,2012.98,151913.49,152665.15,1404.95,1410.42,2009.38,2018.15,152265.24,152951.75,
"13/07/19",,,,,,,,,,,,,,,,,,,
"14/07/19",,,,,,,,,,,,,,,,,,,
"15/07/19",1413.9,1419.26,2013.48,2021.99,152489.12,153138.15,1408.06,1413.42,2001.79,2009.7,152100.09,152721.91,1410.98,1416.47,2007.09,2015.41,152281.29,152934.62,
"16/07/19",1413.66,1419.43,2007.75,2016.48,152532.72,153178.16,1410.47,1415.82,2004.4,2012.08,152232.03,152880.24,1411.58,1417.08,2006,2014.46,152385.46,153050.84,
"17/07/19",1403.45,1408.95,2001.71,2010.77,151801.42,152476.57,1399.7,1405.5,1996.72,2005.19,151489.53,152201.6,1402.07,1407.8,1999.14,2007.86,151698.41,152384.2,
"18/07/19",1424.42,1429.87,2031.09,2039.44,153690.37,154316.12,1417.42,1422.97,2014.84,2022.99,152637.3,153282.33,1421.05,1426.53,2023.01,2031.32,153085.24,153737.79,
"19/07/19",1441.13,1446.45,2039.02,2048.68,154950.3,155565.7,1436.12,1441.43,2033.3,2041.4,154546.57,155227.6,1439.02,1444.53,2036.09,2044.61,154741.69,155410.02,
"20/07/19",,,,,,,,,,,,,,,,,,,
"21/07/19",,,,,,,,,,,,,,,,,,,
"22/07/19",1425.51,1431.28,2024.71,2033.07,153926.57,154592.55,1421.94,1427.29,2019.25,2027.69,153316.18,154020.28,1424.08,1429.53,2022.53,2030.85,153661.05,154327.27,
"23/07/19",1421.55,1427.05,2020.68,2029.94,153328.38,154050.05,1413.01,1418.51,2012.26,2021.53,152788.77,153505.71,1416.4,1421.95,2015.76,2024.42,153015.13,153708.04,
"24/07/19",1422.64,1427.84,2038.75,2046.79,153702.03,154320.95,1414.26,1419.8,2018.99,2028.29,152984.83,153707.55,1417.99,1423.44,2029.97,2038.5,153318.76,154014.17,
"25/07/19",1424.3,1429.63,2044.94,2052.89,153953.69,154558.93,1419.59,1424.89,2033.59,2042.64,153471.87,154201.41,1421.66,1426.96,2038.42,2046.82,153689.82,154358.42,
"26/07/19",1416.61,1422.38,2043.29,2052.79,153815.51,154555.81,1412.29,1417.5,2031.78,2039.57,153347.53,154039.73,1414.04,1419.39,2036.32,2044.7,153580.05,154232.49,
"27/07/19",,,,,,,,,,,,,,,,,,,
"28/07/19",,,,,,,,,,,,,,,,,,,
"29/07/19",1420.33,1425.66,2054.23,2062.56,154048.99,154669.85,1415.8,1421.16,2048.62,2057.36,153770.04,154409.94,1417.71,1423.17,2051.89,2060.34,153881.73,154537.87,
"30/07/19",1424.16,1429.5,2066.1,2074.44,154786.58,155524.16,1420.44,1425.78,2057.28,2065.6,154217.17,155053.58,1422.12,1427.52,2060.67,2069.33,154530.49,155276.01,
"31/07/19",1429.56,1434.88,2079.02,2087.1,155118.05,155755.42,1425.34,1430.68,2067.8,2076.25,154692.15,155328.93,1427.15,1432.57,2072.02,2080.51,154904.45,155569.72,
"01/08/19",1412.23,1417.73,2061.65,2070.28,153665.51,154460.41,1401.84,1407.25,2046,2054.44,152924.09,153594.15,1406.24,1411.62,2053.45,2061.74,153384.6,154058.45,
"02/08/19",1439.27,1444.68,2115.33,2124.84,154279.63,154986.21,1428.45,1433.78,2097.89,2106.37,152872.72,153486.15,1433.37,1438.89,2105.52,2114.5,153452.95,154133.42,
"03/08/19",,,,,,,,,,,,,,,,,,,
"04/08/19",,,,,,,,,,,,,,,,,,,
"05/08/19",1455.93,1461.28,2152.97,2162.47,154182.99,154851.84,1436.17,1441.5,2115.13,2123.29,152840.12,153483.97,1447.14,1452.69,2136.31,2145.14,153446.05,154123.51,
"06/08/19",1471.38,1476.98,2175.31,2183.92,155724.91,156456.57,1458.4,1463.77,2146.38,2154.93,155074.83,155775.98,1462.68,1468.11,2156.63,2165.39,155353.48,156026.66,
"07/08/19",1486.36,1491.72,2217.24,2225.93,157917.35,158583.22,1470.72,1476.22,2174.98,2183.43,156469.9,157114.09,1481.71,1487.26,2196.38,2205.28,157311.27,157985.42,
"08/08/19",1502.69,1508.1,2221.99,2230.63,159375.3,160024.49,1492.25,1497.63,2199.99,2208.24,158482.2,159118.73,1496.75,1502.18,2210.28,2218.83,158842.81,159521.38,
"09/08/19",1504.78,1510.13,2209.99,2218.5,159491.63,160149.29,1499.21,1504.9,2200.84,2209.46,158754.71,159381.99,1501.63,1507.08,2205.32,2213.86,159057.73,159745.55,
"10/08/19",,,,,,,,,,,,,,,,,,,
"11/08/19",,,,,,,,,,,,,,,,,,,
"12/08/19",1500.22,1505.63,2217.95,2226.6,157898.16,158564.61,1485.76,1491.16,2191.71,2200.32,156792.25,157436.67,1493.87,1499.33,2203,2211.71,157450.47,158106.44,
"13/08/19",1523.25,1528.65,2253.66,2262.32,160184.97,160844.55,1508.24,1513.68,2232.11,2240.83,158873.13,159497.5,1514.88,1520.29,2240.96,2249.62,159576.85,160224.2,
"14/08/19",1499.99,1506.33,2212.82,2221.39,159774.15,160435.61,1492.87,1498.23,2201.31,2209.53,158965.6,159683.52,1497.32,1502.77,2205.72,2214.31,159362.21,160016.5,
"15/08/19",1520.5,1526.3,2247.78,2257.03,160915.05,161605.54,1509.51,1515.28,2225.43,2234.6,159902.39,160604.53,1515.62,1521.26,2238.07,2247.14,160586.3,161271.8,
"16/08/19",1524.02,1529.41,2250.14,2258.77,161668.04,162316.28,1508.3,1513.5,2222.66,2230.66,160271.96,160900.19,1517.11,1522.65,2236.25,2244.99,161016.33,161677.27,
"17/08/19",,,,,,,,,,,,,,,,,,,
"18/08/19",,,,,,,,,,,,,,,,,,,
"19/08/19",1508.07,1513.43,2224.95,2233.19,160282.75,161161.34,1497.9,1503.6,2212.56,2221.3,159616.22,160268.72,1504.91,1510.56,2219.4,2228.47,160040.64,160736.98,
"20/08/19",1498.8,1504.5,2211.6,2220.34,159502.3,160154.03,1491.7,1497.5,2199.12,2207.84,158968.33,159620.55,1493.96,1499.61,2205.02,2213.89,159139.24,159817.14,
"21/08/19",1503.81,1509.31,2218.83,2227.35,159843.31,160538.58,1494.52,1499.89,2203.62,2212.35,159226.16,159843.28,1500.15,1505.66,2212.36,2221.28,159650.37,160326.01,
"22/08/19",1500.13,1505.63,2214.41,2223.62,159888.2,160530.27,1495.9,1501.1,2207.64,2216.27,159118.88,159732.05,1498.15,1503.66,2212.03,2220.64,159476.48,160127.07,
"23/08/19",1494.01,1499.6,2211.24,2220.31,159241.23,159871.61,1492.01,1497.34,2206.79,2215.32,158931.02,159616.44,1493.09,1498.57,2209.26,2218.1,159059.61,159737.91,
"24/08/19",,,,,,,,,,,,,,,,,,,
"25/08/19",,,,,,,,,,,,,,,,,,,
"26/08/19",1544.45,1550.25,2305.84,2314.84,162202.57,162912.21,1524.5,1529.7,2254.51,2262.87,161398.82,162025.82,1535.63,1541.2,2278.71,2287.58,161860.26,162547.11,
"27/08/19",1529.9,1536.29,2265.35,2275.65,161728.51,162398.23,1524.59,1530.09,2250.65,2259.1,161203.52,161855.6,1526.88,1532.42,2257.48,2266.45,161474.44,162146.87,
"28/08/19",1541.15,1546.65,2282.51,2291.33,162959.84,163587.14,1530.31,1535.73,2268.81,2277.52,161876.19,162664.52,1536.4,1541.8,2277.61,2286.34,162505.49,163180.13,
"29/08/19",1547.06,1552.43,2300.8,2309.48,163787.24,164464.43,1535.63,1541.13,2278.62,2287.63,162746.07,163498.48,1539.94,1545.55,2288.15,2297.23,163121.88,163813.35,
"30/08/19",1527.11,1532.51,2273.16,2281.54,162434.89,163103.28,1520.41,1526.18,2262.18,2271.44,161908.46,162614.48,1523.92,1529.47,2267.69,2276.42,162165.49,162838.59,
"31/08/19",,,,,,,,,,,,,,,,,,,
"01/09/19",,,,,,,,,,,,,,,,,,,
"02/09/19",1526.21,1531.98,2269.41,2278.91,161961.41,162680.96,1518.4,1524.1,2256.83,2266.98,161316.16,161997.48,1522.13,1527.74,2262.36,2271.48,161579.46,162262.2,
"03/09/19",1529.5,1535.2,2273.96,2283,162157.59,162870.28,1519.97,1525.33,2266.4,2275.55,161541.03,162310.37,1523.59,1529.25,2270.29,2279.42,161811.36,162506.21,
